settlement_date,participant_id,run_type,energy_amount_aud,fcas_amount_aud,interconnector_residue_aud,total_aud,settlement_status
2024-02-01,DELTA_ELECTRICITY,REVISED,2065345.43,-12390.18,-3886.47,2049068.78,FINAL
2025-11-13,SNOWY_HYDRO,FINAL,176022.81,-8504.24,-10096.71,157421.86,FINAL
2025-10-16,HYDRO_TASMANIA,REVISED,500475.35,-30280.49,19484.13,489678.99,FINAL
2025-10-02,STANWELL,FINAL,264886.0,21257.32,16130.85,302274.17,FINAL
2024-09-05,CS_ENERGY,FINAL,-5605324.85,6070.11,15460.89,-5583793.85,FINAL
2024-01-25,ACCIONA,FINAL,1458760.02,7181.16,-5643.31,1460297.87,FINAL
2025-05-15,STANWELL,REVISED,-264113.49,22028.68,4716.73,-237368.08,FINAL
2024-04-04,DELTA_ELECTRICITY,FINAL,229219.42,147338.75,-11814.05,364744.12,FINAL
2024-02-15,STANWELL,PRELIMINARY,875729.37,2542.38,-6179.9,872091.85,PENDING
2025-07-10,ERM_POWER,FINAL,1203134.71,31346.79,-988.14,1233493.36,FINAL
2024-12-19,SNOWY_HYDRO,FINAL,2045496.19,28576.25,-6061.21,2068011.23,FINAL
2025-05-15,ORIGIN,FINAL,-1305612.19,21688.71,-11545.94,-1295469.42,FINAL
2025-05-22,ENERGY_AUSTRALIA,REVISED,471262.19,-40215.87,34644.33,465690.65,FINAL
2024-01-18,WIND_LAB_NS,REVISED,284124.91,59032.06,-11182.51,331974.46,FINAL
2025-01-16,ORIGIN,FINAL,486180.67,25596.26,13879.37,525656.3,FINAL
2024-12-12,DELTA_ELECTRICITY,REVISED,-160055.47,6656.59,18942.53,-134456.35,FINAL
2024-05-09,AGL_ENERGY,REVISED,499553.83,29477.92,13459.77,542491.52,FINAL
2024-04-18,AGL_ENERGY,PRELIMINARY,265112.39,-47081.61,3499.34,221530.12,PENDING
2025-03-27,ERM_POWER,FINAL,726650.9,-11343.82,771.22,716078.3,FINAL
2024-08-15,DELTA_ELECTRICITY,REVISED,6318544.63,5550.38,-4866.58,6319228.43,FINAL
2024-12-19,WIND_LAB_NS,REVISED,864506.93,2613.63,18009.7,885130.26,FINAL
2025-05-08,WIND_LAB_NS,FINAL,99109.88,60284.08,-27906.58,131487.38,FINAL
2024-12-26,DELTA_ELECTRICITY,REVISED,1160188.23,-7263.41,4939.04,1157863.86,FINAL
2024-11-28,ACCIONA,FINAL,6017631.02,-59742.44,-15296.06,5942592.52,FINAL
2025-07-03,ENERGY_AUSTRALIA,FINAL,6849724.86,12090.39,-8574.74,6853240.51,FINAL
2024-06-20,CS_ENERGY,REVISED,1084830.13,8903.78,9295.29,1103029.2,PENDING
2023-11-16,ORIGIN,REVISED,637952.48,-8640.8,17634.34,646946.02,FINAL
2024-06-13,ENERGY_AUSTRALIA,PRELIMINARY,511085.02,-12419.94,40303.71,538968.79,PENDING
2025-07-17,HYDRO_TASMANIA,PRELIMINARY,-224112.71,58376.51,-346.02,-166082.22,PENDING
2025-02-20,ORIGIN,FINAL,330122.11,-13878.47,12623.45,328867.09,FINAL
2023-11-23,SNOWY_HYDRO,FINAL,71675.1,108655.14,-1194.32,179135.92,FINAL
2025-07-31,ERM_POWER,FINAL,-470427.08,90916.23,-265.73,-379776.58,FINAL
2025-02-13,ENGIE,FINAL,365839.58,37040.03,16043.56,418923.17,FINAL
2023-12-21,AGL_ENERGY,PRELIMINARY,770713.44,73141.99,-7184.17,836671.26,PENDING
2025-07-31,HYDRO_TASMANIA,PRELIMINARY,391957.09,25817.78,1514.1,419288.97,PENDING
2023-11-23,ERM_POWER,PRELIMINARY,5581781.46,4913.91,2857.77,5589553.14,PENDING
2025-10-23,AGL_ENERGY,FINAL,93793.45,5935.63,-12971.48,86757.6,FINAL
2024-05-23,ERM_POWER,PRELIMINARY,58764.3,15883.27,-5268.46,69379.11,PENDING
2025-10-09,ENGIE,FINAL,172601.0,6421.67,-18189.87,160832.8,FINAL
2024-10-03,NEOEN,FINAL,721435.02,26998.73,10167.24,758600.99,FINAL
2024-10-24,GLENCORE,PRELIMINARY,343774.05,95495.03,17947.95,457217.03,PENDING
2025-01-30,ORIGIN,REVISED,488166.94,27093.1,-11104.55,504155.49,FINAL
2025-07-10,ACCIONA,FINAL,-1048040.01,39899.24,-6496.23,-1014637.0,FINAL
2024-09-26,NEOEN,PRELIMINARY,-291460.74,25025.85,-9814.0,-276248.89,PENDING
2025-10-09,ERM_POWER,FINAL,-473829.72,33270.89,15378.28,-425180.55,FINAL
2024-05-16,ERM_POWER,PRELIMINARY,1102277.16,92791.0,-569.72,1194498.44,PENDING
2025-09-11,CS_ENERGY,FINAL,560408.94,-50262.94,26911.51,537057.51,FINAL
2025-06-19,HYDRO_TASMANIA,FINAL,312410.89,154364.16,-4005.24,462769.81,DISPUTED
2024-08-08,CS_ENERGY,FINAL,-387535.92,-36598.1,6454.8,-417679.22,FINAL
2024-05-16,HYDRO_TASMANIA,REVISED,1489606.11,9980.89,1735.3,1501322.3,PENDING
2024-12-26,NEOEN,FINAL,1041975.87,-436369.43,12374.97,617981.41,FINAL
2024-02-15,STANWELL,REVISED,400712.35,94905.51,2908.62,498526.48,FINAL
2025-03-06,HYDRO_TASMANIA,FINAL,-128697.72,15258.48,-4496.21,-117935.45,FINAL
2023-12-07,GLENCORE,REVISED,386133.05,34732.13,-13336.48,407528.7,FINAL
2025-01-16,AGL_ENERGY,REVISED,524852.93,-5030.7,-21371.44,498450.79,PENDING
2024-07-18,ACCIONA,REVISED,205092.0,-65030.59,-3875.42,136185.99,FINAL
2024-06-06,HYDRO_TASMANIA,FINAL,-172900.51,-129963.68,16916.36,-285947.83,FINAL
2024-03-21,WIND_LAB_NS,FINAL,-2322897.21,35911.33,-4810.69,-2291796.57,FINAL
2024-04-11,ERM_POWER,FINAL,432829.7,-15858.33,2067.7,419039.07,FINAL
2023-12-21,CS_ENERGY,PRELIMINARY,-413279.86,-13241.91,6094.39,-420427.38,PENDING
2025-04-17,ORIGIN,PRELIMINARY,757603.8,-35304.41,6013.19,728312.58,PENDING
2025-02-13,ENERGY_AUSTRALIA,REVISED,105048.63,-24939.19,3014.91,83124.35,PENDING
2025-03-06,ORIGIN,FINAL,227903.5,36928.77,17993.14,282825.41,FINAL
2025-01-16,STANWELL,FINAL,41180.45,6411.92,-32018.4,15573.97,FINAL
2025-01-16,CS_ENERGY,FINAL,151536.81,16890.3,-15663.91,152763.2,FINAL
2024-03-14,ORIGIN,FINAL,338874.8,5507.12,-9441.51,334940.41,FINAL
2024-11-21,STANWELL,FINAL,93856.31,18797.84,10659.69,123313.84,DISPUTED
2023-11-23,NEOEN,PRELIMINARY,40358.63,126203.87,-17745.49,148817.01,PENDING
2024-11-14,GLENCORE,REVISED,-1716366.49,-9099.29,35810.84,-1689654.94,FINAL
2024-04-11,ENGIE,FINAL,-539727.48,2136.65,-23306.29,-560897.12,FINAL
2024-04-18,HYDRO_TASMANIA,FINAL,26973.38,5254.72,-4810.67,27417.43,FINAL
2025-05-08,NEOEN,REVISED,-4610187.79,16075.45,-30192.83,-4624305.17,PENDING
2024-05-23,ACCIONA,FINAL,-902758.55,1570.54,-6337.25,-907525.26,FINAL
2024-04-11,HYDRO_TASMANIA,PRELIMINARY,-599370.25,17603.12,-7470.21,-589237.34,PENDING
2025-01-30,ORIGIN,FINAL,475591.24,-67961.68,-19564.94,388064.62,FINAL
2025-07-31,ENERGY_AUSTRALIA,PRELIMINARY,1526989.83,-105334.64,-26445.7,1395209.49,PENDING
2024-11-21,ORIGIN,FINAL,895501.25,25324.13,18509.11,939334.49,FINAL
2025-02-27,STANWELL,REVISED,1264621.02,28885.54,-26519.02,1266987.54,FINAL
2025-05-08,GLENCORE,PRELIMINARY,552927.38,-39066.92,17586.56,531447.02,PENDING
2025-05-01,STANWELL,FINAL,3692677.1,14411.57,3561.88,3710650.55,FINAL
2024-09-12,HYDRO_TASMANIA,FINAL,-187177.4,-6648.15,-2055.06,-195880.61,FINAL
2025-04-24,ACCIONA,FINAL,1154083.75,25257.51,2175.38,1181516.64,FINAL
2025-08-28,SNOWY_HYDRO,FINAL,528814.11,30695.61,33666.88,593176.6,FINAL
2024-09-12,ORIGIN,FINAL,1156429.64,-4344.0,27222.05,1179307.69,FINAL
2024-01-11,DELTA_ELECTRICITY,FINAL,-3726936.87,48239.01,-4497.19,-3683195.05,FINAL
2024-11-21,ENERGY_AUSTRALIA,FINAL,392058.28,-3430.27,-2565.46,386062.55,FINAL
2024-11-07,WIND_LAB_NS,PRELIMINARY,663366.56,41162.13,6345.87,710874.56,PENDING
2024-06-06,ENGIE,FINAL,2302246.45,4734.37,-665.53,2306315.29,FINAL
2025-08-21,WIND_LAB_NS,FINAL,341399.68,6510.35,6809.28,354719.31,FINAL
2024-05-23,WIND_LAB_NS,PRELIMINARY,7283597.44,100517.77,-30305.87,7353809.34,PENDING
2025-05-01,NEOEN,FINAL,-8690592.21,25806.07,23471.83,-8641314.31,FINAL
2024-11-28,HYDRO_TASMANIA,FINAL,34195.02,25099.43,22655.86,81950.31,FINAL
2024-07-18,HYDRO_TASMANIA,PRELIMINARY,-1291508.86,-13821.62,9319.19,-1296011.29,PENDING
2025-07-31,ORIGIN,FINAL,215919.75,-1963.87,3695.22,217651.1,FINAL
2025-09-25,ORIGIN,FINAL,150040.09,7708.14,23277.6,181025.83,FINAL
2024-05-23,ENGIE,FINAL,-331103.97,8530.59,5397.85,-317175.53,FINAL
2025-07-24,ENERGY_AUSTRALIA,PRELIMINARY,788058.25,12213.29,1325.64,801597.18,PENDING
2023-11-23,HYDRO_TASMANIA,FINAL,770758.75,-24820.13,3905.2,749843.82,FINAL
2025-09-04,GLENCORE,FINAL,4197043.91,-19082.7,-4810.08,4173151.13,FINAL
2024-01-04,NEOEN,FINAL,466613.34,-115733.04,4600.19,355480.49,FINAL
2024-08-15,AGL_ENERGY,PRELIMINARY,265141.12,6750.73,-5025.34,266866.51,PENDING
2024-08-01,CS_ENERGY,REVISED,-1261211.82,39194.73,-16565.64,-1238582.73,PENDING
2025-07-03,AGL_ENERGY,REVISED,534844.76,4495.06,6429.94,545769.76,PENDING
2025-05-01,CS_ENERGY,FINAL,1485955.89,6327.94,-5616.29,1486667.54,FINAL
2025-09-04,ACCIONA,FINAL,1113506.9,83926.57,3994.02,1201427.49,FINAL
2024-07-18,AGL_ENERGY,FINAL,1926978.92,10847.26,1352.72,1939178.9,FINAL
2024-09-19,SNOWY_HYDRO,FINAL,187045.02,9243.02,13636.82,209924.86,FINAL
2025-01-02,AGL_ENERGY,REVISED,-2180519.28,-5623.1,4279.45,-2181862.93,FINAL
2024-08-29,ORIGIN,FINAL,342428.11,-4254.02,-17594.33,320579.76,FINAL
2024-01-18,DELTA_ELECTRICITY,FINAL,-633548.91,4325.24,1915.69,-627307.98,FINAL
2024-08-22,NEOEN,REVISED,3862543.59,-38330.88,135.17,3824347.88,PENDING
2024-04-18,SNOWY_HYDRO,FINAL,-1728182.13,24951.59,11808.1,-1691422.44,FINAL
2024-11-28,ENGIE,REVISED,285765.58,3881.44,-5800.29,283846.73,FINAL
2025-03-06,NEOEN,PRELIMINARY,369947.7,10708.58,1551.01,382207.29,PENDING
2025-05-29,GLENCORE,FINAL,-209298.62,18131.67,3234.66,-187932.29,FINAL
2025-10-23,SNOWY_HYDRO,FINAL,523985.12,25647.23,-27698.27,521934.08,FINAL
2024-03-28,CS_ENERGY,PRELIMINARY,92510.87,-21573.77,-30580.26,40356.84,PENDING
2025-02-13,HYDRO_TASMANIA,REVISED,3152379.83,-7404.08,1117.81,3146093.56,FINAL
2025-07-10,ACCIONA,FINAL,140034.22,-56702.61,-15012.81,68318.8,FINAL
2025-01-09,STANWELL,PRELIMINARY,-267196.21,9470.81,6479.94,-251245.46,PENDING
2024-12-05,ENGIE,REVISED,213757.91,7495.55,-17682.56,203570.9,FINAL
2024-10-03,WIND_LAB_NS,REVISED,233080.79,-21140.43,-23874.79,188065.57,FINAL
2025-05-22,ENERGY_AUSTRALIA,FINAL,249754.87,21865.89,-868.06,270752.7,FINAL
2024-09-12,GLENCORE,FINAL,1237691.39,118689.26,16958.72,1373339.37,FINAL
2025-09-25,GLENCORE,FINAL,-189516.28,20366.81,13811.07,-155338.4,FINAL
2025-01-16,GLENCORE,FINAL,127119.74,53349.32,16937.89,197406.95,FINAL
2025-05-08,GLENCORE,FINAL,983212.63,-49422.86,-13564.38,920225.39,FINAL
2024-02-08,GLENCORE,FINAL,1256622.44,72914.41,-2280.29,1327256.56,FINAL
2024-02-29,WIND_LAB_NS,FINAL,2980056.67,92312.83,19707.16,3092076.66,FINAL
2025-10-30,ENGIE,REVISED,970205.19,58504.76,4818.47,1033528.42,FINAL
2024-07-18,CS_ENERGY,FINAL,859838.03,8011.7,-14436.63,853413.1,FINAL
2025-02-20,NEOEN,FINAL,191433.04,6745.95,-5911.09,192267.9,FINAL
2024-11-14,HYDRO_TASMANIA,PRELIMINARY,-1073083.93,75492.12,30089.94,-967501.87,PENDING
2024-12-05,ENGIE,PRELIMINARY,-1807037.99,122142.5,-5736.01,-1690631.5,PENDING
2024-01-25,ORIGIN,PRELIMINARY,-430663.44,46186.28,-25750.85,-410228.01,PENDING
2025-10-23,HYDRO_TASMANIA,FINAL,685331.8,6785.86,-852.09,691265.57,FINAL
2024-09-26,NEOEN,FINAL,716397.95,35123.57,-90.98,751430.54,FINAL
2025-08-28,ACCIONA,FINAL,193142.18,39022.51,6752.89,238917.58,FINAL
2025-06-26,CS_ENERGY,REVISED,-388224.34,-47245.4,-5176.3,-440646.04,FINAL
2025-07-24,SNOWY_HYDRO,FINAL,475612.45,37534.02,-6025.04,507121.43,FINAL
2024-08-29,AGL_ENERGY,FINAL,-336222.9,59408.84,1655.1,-275158.96,FINAL
2023-11-30,DELTA_ELECTRICITY,REVISED,1484582.68,-17046.47,-9183.09,1458353.12,FINAL
2024-08-15,AGL_ENERGY,PRELIMINARY,-1769710.95,46834.58,9048.06,-1713828.31,PENDING
2024-04-18,WIND_LAB_NS,FINAL,288514.11,-17134.78,2883.24,274262.57,FINAL
2025-10-30,ERM_POWER,PRELIMINARY,-380412.19,-119696.11,-4251.39,-504359.69,PENDING
2024-09-05,AGL_ENERGY,FINAL,1134774.29,-20279.53,-13666.95,1100827.81,FINAL
2025-08-07,ERM_POWER,FINAL,544469.66,10681.3,19526.91,574677.87,FINAL
2024-08-08,ACCIONA,FINAL,303287.19,23636.08,-10753.28,316169.99,FINAL
2024-06-20,ACCIONA,FINAL,1859099.52,3685.55,-1502.04,1861283.03,FINAL
2023-12-28,DELTA_ELECTRICITY,REVISED,588041.73,32122.63,-2535.11,617629.25,FINAL
2025-08-21,GLENCORE,PRELIMINARY,-265370.27,-21334.46,8912.18,-277792.55,PENDING
2024-12-12,ACCIONA,FINAL,306593.54,105371.79,4746.03,416711.36,DISPUTED
2025-05-15,DELTA_ELECTRICITY,REVISED,-289513.6,32517.56,9018.39,-247977.65,PENDING
2025-08-07,ERM_POWER,FINAL,433319.15,23411.17,-1996.47,454733.85,FINAL
2024-05-23,NEOEN,REVISED,150476.14,-13124.44,6441.68,143793.38,FINAL
2024-05-23,CS_ENERGY,REVISED,196169.93,81129.57,-4666.17,272633.33,FINAL
2025-10-09,ENGIE,REVISED,-1032421.75,-16450.05,-23552.32,-1072424.12,FINAL
2025-03-06,ORIGIN,FINAL,1807662.86,-32403.05,16465.73,1791725.54,FINAL
2025-07-10,NEOEN,PRELIMINARY,-41266.89,12694.69,11203.23,-17368.97,PENDING
2024-12-19,SNOWY_HYDRO,FINAL,-1225076.92,43138.85,-12673.88,-1194611.95,FINAL
2024-09-26,ERM_POWER,FINAL,67962.48,67732.75,30527.83,166223.06,FINAL
2024-10-24,SNOWY_HYDRO,FINAL,163207.12,65064.89,6010.39,234282.4,FINAL
2025-02-13,ENGIE,FINAL,926380.35,10335.41,491.73,937207.49,FINAL
2024-07-04,WIND_LAB_NS,FINAL,-418180.61,69097.18,13698.04,-335385.39,FINAL
2025-07-17,CS_ENERGY,FINAL,-120107.14,92038.97,2511.41,-25556.76,FINAL
2024-09-26,GLENCORE,REVISED,-103661.47,10013.15,5508.34,-88139.98,FINAL
2023-12-07,WIND_LAB_NS,FINAL,215951.12,13756.03,21909.01,251616.16,FINAL
2025-01-09,CS_ENERGY,PRELIMINARY,-50899.65,69439.03,-765.04,17774.34,PENDING
2025-01-16,NEOEN,FINAL,52893.57,40030.62,-18742.54,74181.65,FINAL
2024-08-08,ORIGIN,PRELIMINARY,-110259.65,-23048.13,-4205.45,-137513.23,PENDING
2025-06-19,WIND_LAB_NS,REVISED,135357.77,28169.71,-40300.61,123226.87,FINAL
2025-06-12,HYDRO_TASMANIA,PRELIMINARY,-1535957.4,22959.93,-18717.25,-1531714.72,PENDING
2025-10-23,NEOEN,REVISED,2953007.87,-11344.44,6952.02,2948615.45,FINAL
2024-08-01,HYDRO_TASMANIA,REVISED,1205314.32,39263.7,-15650.31,1228927.71,FINAL
2024-11-28,STANWELL,REVISED,-1029702.86,-26131.73,-31098.46,-1086933.05,FINAL
2024-03-07,NEOEN,FINAL,1031684.38,16699.23,13059.27,1061442.88,FINAL
2023-12-14,CS_ENERGY,FINAL,-4092464.84,16460.69,-9585.42,-4085589.57,FINAL
2025-09-04,SNOWY_HYDRO,FINAL,75925.13,18395.73,2496.51,96817.37,FINAL
2024-01-18,ORIGIN,FINAL,-1313170.35,46296.83,2292.62,-1264580.9,FINAL
2024-01-25,ORIGIN,FINAL,307781.01,108005.82,10352.45,426139.28,FINAL
2025-09-11,ERM_POWER,FINAL,183215.27,66625.28,-20360.5,229480.05,FINAL
2025-08-28,CS_ENERGY,FINAL,516631.2,22880.35,27947.29,567458.84,FINAL
2025-09-25,DELTA_ELECTRICITY,FINAL,197403.58,29600.62,-6893.04,220111.16,FINAL
2025-01-02,HYDRO_TASMANIA,FINAL,708740.82,28530.18,-10096.55,727174.45,FINAL
2024-03-21,HYDRO_TASMANIA,FINAL,-116757.76,-66908.27,26400.57,-157265.46,FINAL
2024-09-12,ENGIE,FINAL,922725.14,3456.16,4552.98,930734.28,FINAL
2024-04-11,HYDRO_TASMANIA,REVISED,348824.81,-63463.97,-1654.35,283706.49,FINAL
2024-04-25,ERM_POWER,FINAL,962762.31,68391.57,1891.42,1033045.3,FINAL
2025-01-16,DELTA_ELECTRICITY,REVISED,73516.1,-21331.06,2220.93,54405.97,FINAL
2024-01-11,CS_ENERGY,PRELIMINARY,1885858.53,25516.36,26127.64,1937502.53,PENDING
2025-03-06,NEOEN,REVISED,181930.36,4439.88,-10885.4,175484.84,FINAL
2024-06-20,SNOWY_HYDRO,FINAL,-5505830.72,5032.95,-9098.67,-5509896.44,FINAL
2025-09-04,ACCIONA,REVISED,821600.4,11837.24,-4263.11,829174.53,FINAL
2024-03-07,AGL_ENERGY,REVISED,402890.64,3348.43,3339.51,409578.58,PENDING
2025-09-11,GLENCORE,FINAL,-2292766.61,-36542.53,1264.65,-2328044.49,FINAL
2025-01-16,DELTA_ELECTRICITY,REVISED,248446.9,21115.58,1965.59,271528.07,FINAL
2025-09-11,DELTA_ELECTRICITY,FINAL,-233184.67,89662.52,-38327.82,-181849.97,FINAL
2025-01-30,ERM_POWER,REVISED,387794.63,-3781.57,-3515.08,380497.98,FINAL
2024-01-18,ACCIONA,FINAL,485254.2,108149.87,-7083.48,586320.59,FINAL
2024-05-09,CS_ENERGY,FINAL,-554280.93,14233.36,13250.07,-526797.5,FINAL
2024-01-25,STANWELL,REVISED,381514.22,36032.68,13443.78,430990.68,FINAL
2025-07-24,ORIGIN,FINAL,563753.34,70587.0,25205.4,659545.74,FINAL
2025-11-06,ENGIE,PRELIMINARY,2106201.6,25933.87,4725.42,2136860.89,PENDING
2025-08-07,DELTA_ELECTRICITY,FINAL,2313581.68,-14691.83,-884.05,2298005.8,DISPUTED
2025-03-20,NEOEN,REVISED,-330692.84,18995.72,5444.47,-306252.65,FINAL
2024-09-19,WIND_LAB_NS,FINAL,1300055.94,-13096.78,-12769.61,1274189.55,FINAL
2024-02-08,ENGIE,REVISED,1467890.88,10287.02,6849.32,1485027.22,FINAL
2025-08-14,WIND_LAB_NS,PRELIMINARY,26237.95,-56926.21,17799.8,-12888.46,PENDING
2025-03-06,ORIGIN,FINAL,-570730.19,-36829.75,9579.14,-597980.8,FINAL
2025-08-07,ENGIE,FINAL,186309.15,-62263.77,19122.37,143167.75,FINAL
2025-05-08,STANWELL,FINAL,-2814535.01,-9779.09,-661.2,-2824975.3,DISPUTED
2023-12-28,GLENCORE,FINAL,-100847.09,-58844.45,28457.61,-131233.93,FINAL
2024-08-22,ENERGY_AUSTRALIA,FINAL,555335.05,21290.66,-18411.64,558214.07,DISPUTED
2024-08-01,HYDRO_TASMANIA,FINAL,167281.55,10525.04,18148.23,195954.82,FINAL
2025-06-12,STANWELL,REVISED,-818436.66,31738.54,12985.49,-773712.63,FINAL
2023-12-14,SNOWY_HYDRO,PRELIMINARY,107020.45,25363.81,18251.16,150635.42,PENDING
2024-12-19,ERM_POWER,FINAL,2743775.54,5046.79,21371.16,2770193.49,FINAL
2025-05-15,HYDRO_TASMANIA,FINAL,276411.02,98299.85,-15915.18,358795.69,FINAL
2024-08-22,STANWELL,FINAL,-13824.42,118714.19,-10425.17,94464.6,FINAL
2025-10-30,CS_ENERGY,REVISED,-989446.47,8046.32,-2094.87,-983495.02,FINAL
2025-09-04,ENERGY_AUSTRALIA,FINAL,1618895.33,78513.55,7965.62,1705374.5,FINAL
2025-05-01,CS_ENERGY,REVISED,350305.5,36271.54,2901.17,389478.21,FINAL
2025-05-22,HYDRO_TASMANIA,FINAL,347419.49,7007.31,3680.74,358107.54,FINAL
2025-09-11,NEOEN,FINAL,689429.34,9107.38,13585.49,712122.21,PENDING
2025-09-18,GLENCORE,FINAL,-188650.5,-11560.0,15523.81,-184686.69,FINAL
2024-06-27,ENERGY_AUSTRALIA,FINAL,1306269.7,-16428.56,-21304.94,1268536.2,FINAL
2025-02-06,ENERGY_AUSTRALIA,REVISED,171082.85,8395.06,20484.91,199962.82,FINAL
2025-06-05,NEOEN,REVISED,-479888.18,9824.06,29530.43,-440533.69,DISPUTED
2023-12-07,ACCIONA,REVISED,123103.62,43078.17,11672.83,177854.62,FINAL
2023-11-23,STANWELL,FINAL,400510.99,5931.75,-9229.11,397213.63,FINAL
2025-09-25,ENERGY_AUSTRALIA,FINAL,914670.25,-19564.02,4038.54,899144.77,FINAL
2023-12-07,AGL_ENERGY,FINAL,364901.92,108565.44,4295.95,477763.31,FINAL
2025-05-15,ERM_POWER,FINAL,1073883.56,-12079.55,7219.12,1069023.13,FINAL
2024-02-29,ENERGY_AUSTRALIA,FINAL,274116.16,17311.31,-13383.4,278044.07,FINAL
2025-08-14,WIND_LAB_NS,PRELIMINARY,574787.25,21985.8,5886.48,602659.53,PENDING
2025-08-07,ENERGY_AUSTRALIA,FINAL,-310659.59,5922.45,6027.34,-298709.8,PENDING
2024-10-17,AGL_ENERGY,REVISED,850992.07,-58937.1,814.17,792869.14,FINAL
2024-11-21,WIND_LAB_NS,REVISED,3356820.47,18735.75,3263.86,3378820.08,FINAL
2025-10-30,NEOEN,FINAL,449517.1,6220.53,18229.62,473967.25,FINAL
2025-04-17,AGL_ENERGY,REVISED,315341.45,14960.67,-11478.9,318823.22,FINAL
2025-07-24,CS_ENERGY,REVISED,2289523.9,10046.98,-1771.42,2297799.46,FINAL
2024-09-26,NEOEN,FINAL,440402.9,33010.92,-9195.43,464218.39,FINAL
2025-02-13,ERM_POWER,FINAL,384310.03,41723.39,14090.8,440124.22,FINAL
2025-05-15,ENGIE,FINAL,159557.0,71889.62,21986.35,253432.97,FINAL
2023-12-28,NEOEN,FINAL,-464387.63,-3444.99,5099.52,-462733.1,FINAL
2023-11-30,ORIGIN,FINAL,-251316.35,-20476.04,-14523.02,-286315.41,FINAL
2023-11-23,CS_ENERGY,FINAL,2147124.44,23947.38,-27544.58,2143527.24,FINAL
2024-01-25,WIND_LAB_NS,FINAL,269558.58,32616.66,10616.21,312791.45,FINAL
2024-02-29,WIND_LAB_NS,FINAL,2410821.7,16449.46,21378.74,2448649.9,FINAL
2025-03-27,ENERGY_AUSTRALIA,FINAL,544232.92,20444.57,6769.73,571447.22,FINAL
2025-08-14,WIND_LAB_NS,PRELIMINARY,120106.98,70140.52,7937.69,198185.19,PENDING
2024-10-03,SNOWY_HYDRO,REVISED,223870.86,-12043.74,-16572.4,195254.72,FINAL
2024-02-01,HYDRO_TASMANIA,FINAL,1073802.14,17377.55,-696.69,1090483.0,FINAL
2024-09-05,HYDRO_TASMANIA,REVISED,511189.92,5079.02,-3489.41,512779.53,FINAL
2025-11-06,ACCIONA,REVISED,328427.8,20365.21,29737.41,378530.42,FINAL
2025-02-27,HYDRO_TASMANIA,FINAL,-1308100.57,11630.6,-4186.7,-1300656.67,FINAL
2025-06-26,ENERGY_AUSTRALIA,FINAL,1202670.23,-30673.94,15974.36,1187970.65,FINAL
2024-04-04,ACCIONA,FINAL,-543634.29,20179.91,-21393.45,-544847.83,FINAL
2024-02-22,ACCIONA,REVISED,3806252.14,-31591.55,5879.09,3780539.68,PENDING
2025-02-13,ACCIONA,REVISED,78315.66,22730.7,22025.27,123071.63,FINAL
2024-11-28,ERM_POWER,FINAL,2231208.65,5989.78,-7523.99,2229674.44,FINAL
2024-11-07,CS_ENERGY,REVISED,656600.05,217636.36,-1251.97,872984.44,DISPUTED
2025-08-28,CS_ENERGY,FINAL,-583465.77,3242.27,24633.43,-555590.07,FINAL
2024-01-25,SNOWY_HYDRO,REVISED,121484.01,93270.2,17970.9,232725.11,FINAL
2024-09-19,DELTA_ELECTRICITY,FINAL,210905.85,-25534.55,-8969.72,176401.58,FINAL
2025-07-31,ENGIE,FINAL,317240.05,4668.18,-2125.81,319782.42,DISPUTED
2024-02-01,DELTA_ELECTRICITY,PRELIMINARY,90574.76,16958.01,13592.28,121125.05,PENDING
2025-07-17,ENERGY_AUSTRALIA,FINAL,307757.96,18551.28,10279.77,336589.01,FINAL
2025-06-19,ORIGIN,FINAL,837339.03,125798.68,-11161.12,951976.59,FINAL
2024-05-30,CS_ENERGY,FINAL,75551.79,29206.2,12899.65,117657.64,FINAL
2024-09-26,WIND_LAB_NS,FINAL,58869.47,9732.63,-2924.98,65677.12,FINAL
2024-12-12,ACCIONA,FINAL,126023.94,11005.45,4329.62,141359.01,FINAL
2023-12-28,ENGIE,FINAL,884287.71,-20152.18,17401.78,881537.31,FINAL
2024-02-22,NEOEN,FINAL,-455694.37,29758.52,-16508.11,-442443.96,FINAL
2024-08-29,ENGIE,FINAL,58062.93,-191331.01,-13243.21,-146511.29,FINAL
2024-03-21,ENERGY_AUSTRALIA,FINAL,-2751708.3,-29120.89,18134.02,-2762695.17,FINAL
2025-06-26,ENGIE,REVISED,150556.7,22589.35,-15797.52,157348.53,FINAL
2025-02-20,WIND_LAB_NS,REVISED,37736.87,14374.7,21039.18,73150.75,DISPUTED
2025-10-30,DELTA_ELECTRICITY,FINAL,-12032626.76,27784.63,-11219.64,-12016061.77,PENDING
2024-05-16,SNOWY_HYDRO,FINAL,168736.57,16913.22,24421.17,210070.96,FINAL
2024-09-05,GLENCORE,REVISED,-341246.71,11249.67,8675.41,-321321.63,FINAL
2025-02-27,NEOEN,FINAL,-27817159.82,26047.75,8794.37,-27782317.7,FINAL
2024-08-29,CS_ENERGY,REVISED,-1006007.05,18153.7,12069.89,-975783.46,FINAL
2024-03-28,NEOEN,PRELIMINARY,-227283.05,19275.85,-25251.25,-233258.45,PENDING
2024-07-11,HYDRO_TASMANIA,FINAL,42441.75,-119555.76,2124.34,-74989.67,FINAL
