constraint_id,constraint_type,activated_datetime,deactivated_datetime,reason,rhs_value,region_affected,interconnector
N^^Q_NIL_1,thermal,2025-11-08 09:13:34,2025-11-08 13:19:18,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1485.9,TAS1,False
V^MLTS1-HYTS_E,voltage,2025-05-22 00:38:37,2025-05-22 13:46:30,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,334.0,NSW1,False
V^HYTS_MLTS_N,thermal,2025-03-26 06:25:23,2025-03-26 22:43:26,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,466.7,SA1,False
F_I+LREG+ML_RREG_0600,stability,2025-08-27 19:58:11,2025-08-27 21:38:58,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,146.9,NSW1,False
V^GUNNQ_MUGG_E,stability,2025-10-02 07:50:05,2025-10-02 11:42:38,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1011.3,QLD1,False
N_X_HYTS_GUN_1,thermal,2025-07-03 21:48:19,2025-07-04 02:23:00,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,806.4,VIC1,False
Q^^Q_NIL_PEAK_1530,thermal,2025-07-20 12:23:51,2025-07-20 13:22:12,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1429.5,QLD1,False
N_X_HYTS_GUN_1,thermal,2025-03-07 00:31:14,2025-03-07 02:21:56,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1281.6,QLD1,True
V^MLTS1-HYTS_E,voltage,2025-09-30 20:12:05,2025-09-30 22:29:58,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,57.3,TAS1,False
V_XEMPT_MAIN+ML,voltage,2025-07-10 05:57:23,2025-07-10 09:34:38,Basslink thermal constraint — sustained high power flow activating wet-end protection.,495.3,VIC1,False
S^NIL_PEAK_1530_3,thermal,2024-11-28 22:42:37,2024-11-29 05:17:48,Radial supply security constraint — South Australia import capacity limit reached.,398.8,SA1,False
NSW_VIC_LOCAT_1,thermal,2025-06-24 12:02:26,2025-06-24 14:37:33,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,334.6,VIC1,True
NSW_VIC_LOCAT_1,stability,2024-12-03 09:42:11,2024-12-03 20:03:40,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,570.9,VIC1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-04-21 08:04:58,2025-04-21 08:54:44,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1796.8,NSW1,False
F_MAIN+ML_MR_0600,voltage,2025-03-21 21:26:23,2025-03-22 00:18:46,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,96.0,VIC1,False
V^MLTS1-HYTS_E,voltage,2025-09-28 08:37:23,2025-09-28 12:30:11,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,486.4,NSW1,False
F_I+LREG+ML_RREG_0600,voltage,2025-06-13 04:10:32,2025-06-13 04:41:46,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,114.6,VIC1,False
NSW_VIC_LOCAT_1,voltage,2025-01-31 05:04:48,2025-01-31 06:08:05,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1170.8,QLD1,False
N_X_HYTS_GUN_1,stability,2025-01-16 05:36:23,2025-01-16 06:47:10,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1492.6,VIC1,False
S_RADIAL_SA_1,stability,2025-06-16 01:59:45,2025-06-16 06:18:14,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1354.2,TAS1,False
V_XEMPT_MAIN+ML,stability,2025-10-01 20:52:37,2025-10-02 10:49:12,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1110.2,VIC1,False
F_MAIN+ML_MR_0600,thermal,2025-01-05 00:30:30,2025-01-05 04:52:32,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,464.0,NSW1,False
F_MAIN+ML_MR_0600,thermal,2025-07-28 10:17:40,2025-07-28 13:02:20,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1680.8,NSW1,True
V^MLTS1-HYTS_E,voltage,2025-04-27 03:10:03,2025-04-27 07:26:33,Overload protection — Moorabool substation transformer loading above summer rating.,405.3,SA1,False
NSW_VIC_LOCAT_1,stability,2025-09-07 21:30:32,2025-09-08 07:07:52,Radial supply security constraint — South Australia import capacity limit reached.,1775.0,VIC1,False
V^MLTS1-HYTS_E,voltage,2025-10-31 18:35:08,2025-10-31 20:33:49,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,136.2,VIC1,False
N_X_HYTS_GUN_1,stability,2025-02-20 03:32:15,2025-02-20 05:40:17,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,50.4,QLD1,False
V^GUNNQ_MUGG_E,voltage,2024-12-07 11:28:42,2024-12-08 02:53:55,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,59.0,NSW1,False
V_XEMPT_MAIN+ML,thermal,2025-07-07 23:10:49,2025-07-07 23:39:35,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1621.3,NSW1,True
F_I+LREG+ML_RREG_0600,voltage,2025-11-10 01:11:14,2025-11-10 05:58:58,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,964.9,SA1,False
S^NIL_PEAK_1530_3,stability,2025-04-08 17:49:15,2025-04-08 22:53:24,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1380.7,NSW1,False
F_I+LREG+ML_RREG_0600,thermal,2025-04-30 15:01:05,2025-04-30 16:15:05,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1341.1,NSW1,False
NSW_VIC_LOCAT_1,thermal,2025-03-24 22:50:16,2025-03-24 23:25:35,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,195.6,SA1,True
V^GUNNQ_MUGG_E,voltage,2025-05-13 05:06:38,2025-05-13 06:15:44,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,537.3,NSW1,False
S^NIL_PEAK_1530_3,stability,2024-12-20 02:09:07,2024-12-20 03:58:50,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,964.5,VIC1,False
S^NIL_PEAK_1530_3,voltage,2025-07-20 22:18:13,2025-07-22 05:23:18,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1028.9,SA1,False
V^MLTS1-HYTS_E,voltage,2025-09-26 22:40:00,2025-09-27 04:22:02,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,489.0,SA1,False
N_X_HYTS_GUN_1,thermal,2025-03-01 03:06:13,2025-03-01 08:58:28,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,424.7,NSW1,True
Q_PQ_NIL_RADL_1,thermal,2025-05-29 18:22:41,2025-05-29 21:07:07,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1600.8,QLD1,False
NSW_VIC_LOCAT_1,voltage,2025-09-30 16:06:45,2025-09-30 19:29:29,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,836.1,VIC1,False
V^MLTS1-HYTS_E,stability,2024-12-11 18:27:28,2024-12-11 23:25:56,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1785.4,QLD1,False
N^^Q_NIL_1,stability,2025-10-05 05:57:03,2025-10-05 08:23:01,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,557.0,SA1,False
Q_PQ_NIL_RADL_1,thermal,2025-04-24 10:40:58,2025-04-24 13:03:09,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1463.5,TAS1,False
V^HYTS_MLTS_N,stability,2025-02-27 03:15:31,2025-02-27 04:25:54,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1189.6,SA1,False
NSW_VIC_LOCAT_1,stability,2025-01-18 16:33:29,2025-01-20 00:04:47,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1539.6,NSW1,False
Q^^Q_NIL_PEAK_1530,thermal,2025-03-12 04:00:33,2025-03-12 09:43:05,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1221.8,TAS1,False
S_RADIAL_SA_1,voltage,2025-07-27 17:36:56,2025-07-27 19:33:34,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1032.4,TAS1,False
Q^^Q_NIL_PEAK_1530,stability,2025-04-07 08:59:36,2025-04-08 02:39:00,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,847.3,QLD1,False
V^HYTS_MLTS_N,thermal,2025-10-23 19:09:46,2025-10-23 19:58:30,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1538.1,QLD1,False
N_X_HYTS_GUN_1,thermal,2025-06-05 02:41:49,2025-06-05 05:29:50,Overload protection — Moorabool substation transformer loading above summer rating.,1327.4,TAS1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-07-04 01:38:39,2025-07-04 08:14:27,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,715.8,QLD1,False
F_I+LREG+ML_RREG_0600,stability,2025-01-23 13:14:16,2025-01-27 04:42:45,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1037.8,SA1,False
N_X_HYTS_GUN_1,voltage,2025-06-20 12:59:58,2025-06-21 08:46:53,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1689.0,SA1,False
F_MAIN+ML_MR_0600,voltage,2025-02-11 04:12:02,2025-02-12 05:22:18,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,959.4,VIC1,False
Q^^Q_NIL_PEAK_1530,stability,2025-07-24 08:16:52,2025-07-24 10:29:16,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1228.9,SA1,False
V_XEMPT_MAIN+ML,stability,2025-09-29 22:16:42,2025-09-30 00:29:50,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,1659.4,VIC1,False
Q^^Q_NIL_PEAK_1530,stability,2025-04-04 14:41:11,2025-04-04 20:23:29,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,240.4,VIC1,False
V^HYTS_MLTS_N,stability,2025-10-29 22:06:53,2025-10-30 03:47:34,Frequency control constraint — insufficient inertia from synchronous generation online.,163.9,VIC1,False
V_XEMPT_MAIN+ML,thermal,2025-08-07 11:34:49,2025-08-08 11:17:29,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1157.8,SA1,True
N_X_HYTS_GUN_1,thermal,2025-05-05 16:33:28,2025-05-05 20:32:12,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,132.5,TAS1,False
V^MLTS1-HYTS_E,stability,2025-06-27 13:45:02,2025-06-27 16:10:26,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,777.3,NSW1,False
V^GUNNQ_MUGG_E,stability,2025-10-23 10:50:59,2025-10-23 17:40:51,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1412.5,VIC1,False
Q_PQ_NIL_RADL_1,stability,2025-03-21 09:44:00,2025-03-21 15:10:00,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1307.1,QLD1,False
S^NIL_PEAK_1530_3,voltage,2025-03-11 14:06:03,2025-03-11 17:41:05,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1666.8,QLD1,False
N_X_HYTS_GUN_1,stability,2025-01-28 04:13:39,2025-01-28 12:09:51,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,305.5,SA1,False
F_MAIN+ML_MR_0600,voltage,2025-08-17 01:16:42,2025-08-17 03:39:41,Radial supply security constraint — South Australia import capacity limit reached.,418.7,SA1,False
N^^Q_NIL_1,stability,2025-01-20 03:19:20,2025-01-20 04:07:04,Frequency control constraint — insufficient inertia from synchronous generation online.,611.6,SA1,False
NSW_VIC_LOCAT_1,thermal,2025-08-23 13:02:28,2025-08-23 17:27:24,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1238.5,NSW1,True
V_XEMPT_MAIN+ML,thermal,2025-03-23 15:17:41,2025-03-23 23:18:13,Frequency control constraint — insufficient inertia from synchronous generation online.,598.5,SA1,True
S^NIL_PEAK_1530_3,stability,2025-09-05 22:44:20,2025-09-06 03:13:55,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,945.8,QLD1,False
V_XEMPT_MAIN+ML,voltage,2025-03-12 14:02:46,2025-03-12 15:49:04,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1127.3,QLD1,False
V^HYTS_MLTS_N,stability,2025-01-28 11:26:34,2025-01-28 12:03:40,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1684.7,NSW1,False
V^MLTS1-HYTS_E,thermal,2025-08-03 18:39:34,2025-08-03 20:33:40,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,488.7,NSW1,True
S^NIL_PEAK_1530_3,thermal,2025-08-27 13:53:00,2025-08-28 07:36:48,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1541.9,VIC1,False
S^NIL_PEAK_1530_3,voltage,2025-08-23 11:28:33,2025-08-23 15:08:03,Radial supply security constraint — South Australia import capacity limit reached.,547.5,SA1,False
N_X_HYTS_GUN_1,voltage,2025-08-04 23:32:21,2025-08-05 04:37:05,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,554.7,SA1,False
NSW_VIC_LOCAT_1,stability,2025-01-19 18:35:15,2025-01-19 23:28:46,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,730.4,QLD1,False
N_X_HYTS_GUN_1,voltage,2025-09-03 01:13:50,2025-09-03 08:04:45,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1535.4,VIC1,False
N_X_HYTS_GUN_1,stability,2025-10-20 22:23:24,2025-10-21 12:48:26,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,406.6,TAS1,False
Q_PQ_NIL_RADL_1,stability,2024-12-21 07:08:17,2024-12-22 07:41:02,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,1707.3,TAS1,False
Q_PQ_NIL_RADL_1,voltage,2025-10-07 18:40:51,2025-10-07 20:12:43,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,701.9,NSW1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-01-07 17:33:59,2025-01-08 14:42:18,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,961.8,NSW1,False
NSW_VIC_LOCAT_1,voltage,2025-06-06 02:55:50,2025-06-06 11:17:16,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1146.3,SA1,False
V_XEMPT_MAIN+ML,thermal,2025-09-05 22:02:10,2025-09-06 08:29:50,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,614.6,SA1,False
Q_PQ_NIL_RADL_1,voltage,2025-04-07 05:53:25,2025-04-07 14:19:08,Overload protection — Moorabool substation transformer loading above summer rating.,1744.3,NSW1,False
V^MLTS1-HYTS_E,voltage,2024-12-08 09:17:00,2024-12-08 10:39:53,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,477.9,NSW1,False
V^GUNNQ_MUGG_E,stability,2024-11-30 21:20:19,2024-11-30 21:54:30,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,865.3,NSW1,False
N^^Q_NIL_1,stability,2025-07-18 22:42:50,2025-07-19 01:35:51,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,757.4,NSW1,False
N_X_HYTS_GUN_1,stability,2025-05-30 17:49:04,2025-05-30 22:04:05,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1073.8,QLD1,False
F_MAIN+ML_MR_0600,voltage,2025-07-27 03:08:26,2025-07-27 06:55:44,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,573.3,NSW1,False
V^GUNNQ_MUGG_E,stability,2025-07-17 08:59:20,2025-07-17 18:57:03,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1690.6,SA1,False
F_MAIN+ML_MR_0600,voltage,2025-07-26 12:53:59,2025-07-26 13:41:14,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1721.6,NSW1,False
Q_PQ_NIL_RADL_1,thermal,2025-02-16 21:38:57,2025-02-16 22:57:55,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,454.5,TAS1,False
V^HYTS_MLTS_N,voltage,2025-02-20 00:20:35,2025-02-21 05:58:58,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,628.6,NSW1,False
F_I+LREG+ML_RREG_0600,voltage,2025-01-13 11:29:22,2025-01-13 15:57:03,Overload protection — Moorabool substation transformer loading above summer rating.,766.0,QLD1,False
V_XEMPT_MAIN+ML,stability,2025-09-14 20:08:11,2025-09-15 06:03:27,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,477.5,NSW1,False
F_MAIN+ML_MR_0600,thermal,2025-10-26 01:43:53,2025-10-26 09:55:46,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,553.3,TAS1,False
F_I+LREG+ML_RREG_0600,voltage,2025-05-13 21:46:56,2025-05-13 22:14:13,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1094.2,QLD1,False
V^MLTS1-HYTS_E,voltage,2025-03-17 17:09:23,2025-03-18 01:38:23,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,570.8,TAS1,False
N_X_HYTS_GUN_1,thermal,2025-09-03 06:21:41,2025-09-03 07:36:03,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,73.3,VIC1,False
N^^Q_NIL_1,voltage,2025-03-14 22:06:28,2025-03-15 00:51:55,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1714.8,SA1,False
V^MLTS1-HYTS_E,voltage,2025-06-11 14:31:06,2025-06-11 18:00:29,Overload protection — Moorabool substation transformer loading above summer rating.,114.0,VIC1,False
V^MLTS1-HYTS_E,voltage,2025-07-02 04:52:49,2025-07-02 08:35:38,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1149.2,VIC1,False
Q^^Q_NIL_PEAK_1530,stability,2025-02-15 01:22:07,2025-02-15 04:28:10,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1688.5,TAS1,False
N^^Q_NIL_1,stability,2025-11-21 19:36:18,2025-11-22 03:39:21,Radial supply security constraint — South Australia import capacity limit reached.,191.6,SA1,False
S^NIL_PEAK_1530_3,thermal,2025-07-03 14:46:09,2025-07-03 18:27:40,Frequency control constraint — insufficient inertia from synchronous generation online.,1256.2,VIC1,False
NSW_VIC_LOCAT_1,stability,2025-02-07 07:55:16,2025-02-07 14:32:41,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1585.8,TAS1,False
S_RADIAL_SA_1,voltage,2025-01-14 07:35:36,2025-01-14 09:30:54,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1123.1,QLD1,False
V^MLTS1-HYTS_E,stability,2025-02-07 19:31:36,2025-02-08 07:53:11,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1599.9,TAS1,False
Q_PQ_NIL_RADL_1,stability,2024-12-31 09:20:00,2024-12-31 10:46:57,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1097.8,NSW1,False
S_RADIAL_SA_1,thermal,2025-08-14 22:05:36,2025-08-14 23:51:42,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,636.7,QLD1,True
V^HYTS_MLTS_N,stability,2025-06-30 17:08:49,2025-06-30 20:32:03,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,579.8,SA1,False
S^NIL_PEAK_1530_3,thermal,2025-02-11 12:55:05,2025-02-11 13:43:43,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,368.0,QLD1,True
S_RADIAL_SA_1,voltage,2025-11-15 17:57:07,2025-11-15 19:14:35,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1044.7,TAS1,False
F_I+LREG+ML_RREG_0600,thermal,2025-03-24 00:05:40,2025-03-24 04:31:06,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1349.8,NSW1,False
S^NIL_PEAK_1530_3,stability,2025-05-10 19:03:59,2025-05-12 16:47:15,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1137.9,VIC1,False
S_RADIAL_SA_1,stability,2024-12-06 02:05:14,2024-12-06 02:49:48,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,564.3,TAS1,False
V^HYTS_MLTS_N,voltage,2024-12-13 10:39:41,2024-12-17 01:28:34,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,185.9,SA1,False
V_XEMPT_MAIN+ML,stability,2025-07-31 21:31:34,2025-07-31 22:44:54,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,928.0,VIC1,False
S^NIL_PEAK_1530_3,stability,2025-09-10 01:56:08,2025-09-10 20:05:11,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,739.0,NSW1,False
N^^Q_NIL_1,thermal,2025-07-29 12:21:30,2025-07-30 00:28:30,Frequency control constraint — insufficient inertia from synchronous generation online.,989.2,QLD1,True
NSW_VIC_LOCAT_1,stability,2025-05-09 11:01:49,2025-05-09 11:31:55,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1195.5,SA1,False
Q^^Q_NIL_PEAK_1530,thermal,2025-05-10 00:46:15,2025-05-10 03:58:38,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,648.5,TAS1,False
S^NIL_PEAK_1530_3,stability,2025-02-27 16:56:31,2025-02-27 21:40:08,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,81.6,QLD1,False
V^MLTS1-HYTS_E,voltage,2024-12-06 00:20:04,2024-12-06 10:14:54,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,253.1,VIC1,False
N^^Q_NIL_1,voltage,2025-04-01 21:48:50,2025-04-02 05:07:26,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,553.0,VIC1,False
Q_PQ_NIL_RADL_1,voltage,2025-08-03 07:31:30,2025-08-03 12:46:44,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1640.0,SA1,False
N^^Q_NIL_1,thermal,2025-09-05 10:06:56,2025-09-05 12:56:14,Overload protection — Moorabool substation transformer loading above summer rating.,1559.9,VIC1,True
V^HYTS_MLTS_N,stability,2025-05-16 19:00:49,2025-05-17 05:59:11,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1264.6,TAS1,False
F_I+LREG+ML_RREG_0600,stability,2025-06-24 13:46:38,2025-06-24 14:53:51,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1784.7,VIC1,False
F_I+LREG+ML_RREG_0600,thermal,2025-10-23 01:01:20,2025-10-25 10:35:52,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1575.0,SA1,True
S^NIL_PEAK_1530_3,stability,2025-08-07 07:54:18,2025-08-07 10:37:46,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,130.4,VIC1,False
Q_PQ_NIL_RADL_1,voltage,2025-04-07 07:04:26,2025-04-07 07:50:09,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,886.9,QLD1,False
V^GUNNQ_MUGG_E,voltage,2025-01-23 23:13:39,2025-01-25 20:01:00,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,555.9,NSW1,False
V^MLTS1-HYTS_E,voltage,2025-08-26 07:44:24,2025-08-26 12:36:40,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,492.2,SA1,False
N^^Q_NIL_1,stability,2025-10-19 05:51:08,2025-10-20 01:44:36,Overload protection — Moorabool substation transformer loading above summer rating.,1796.4,QLD1,False
S_RADIAL_SA_1,stability,2025-03-27 19:05:17,2025-03-28 10:40:45,Frequency control constraint — insufficient inertia from synchronous generation online.,1565.5,VIC1,False
S_RADIAL_SA_1,stability,2024-12-08 06:42:14,2024-12-08 07:05:27,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,214.8,TAS1,False
Q_PQ_NIL_RADL_1,stability,2025-09-09 12:47:22,2025-09-09 14:06:32,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,968.3,VIC1,False
F_MAIN+ML_MR_0600,stability,2025-01-09 15:38:31,2025-01-09 17:14:09,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1359.2,QLD1,False
V_XEMPT_MAIN+ML,thermal,2025-05-18 07:27:32,2025-05-18 23:56:06,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,400.5,SA1,False
N_X_HYTS_GUN_1,thermal,2025-08-10 02:28:00,2025-08-10 03:54:09,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,434.2,TAS1,True
NSW_VIC_LOCAT_1,thermal,2025-03-07 20:25:39,2025-03-08 00:20:47,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1528.3,NSW1,True
V^GUNNQ_MUGG_E,voltage,2025-11-12 07:44:58,2025-11-12 10:09:47,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,303.6,QLD1,False
Q_PQ_NIL_RADL_1,voltage,2025-08-08 12:23:36,2025-08-08 20:10:28,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1471.6,QLD1,False
F_MAIN+ML_MR_0600,voltage,2025-08-10 19:25:10,2025-08-11 15:00:48,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,464.6,QLD1,False
V^HYTS_MLTS_N,voltage,2025-08-23 06:39:22,2025-08-23 09:50:37,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1350.7,SA1,False
Q_PQ_NIL_RADL_1,stability,2025-06-10 08:27:37,2025-06-10 13:20:08,Frequency control constraint — insufficient inertia from synchronous generation online.,1112.4,TAS1,False
S_RADIAL_SA_1,voltage,2025-07-22 21:28:30,2025-07-22 21:58:05,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1277.8,NSW1,False
Q^^Q_NIL_PEAK_1530,stability,2025-11-19 08:18:28,2025-11-19 08:58:52,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,585.7,TAS1,False
V^GUNNQ_MUGG_E,stability,2025-07-10 18:29:02,2025-07-10 21:39:49,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1647.4,QLD1,False
V^GUNNQ_MUGG_E,stability,2025-10-09 04:32:15,2025-10-09 09:43:15,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1684.2,TAS1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-02-09 17:13:00,2025-02-09 22:47:18,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,565.6,VIC1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-11-01 10:31:28,2025-11-01 17:40:43,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1396.2,VIC1,False
V^HYTS_MLTS_N,stability,2025-07-18 03:25:41,2025-07-18 04:11:05,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,288.6,SA1,False
V^GUNNQ_MUGG_E,stability,2025-05-28 12:38:08,2025-05-29 00:05:05,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1064.5,SA1,False
