settlement_date,region_id,rrp,raise_6sec,lower_6sec,total_demand_mw,net_interchange,scheduled_generation
2025-08-14 20:30:00,QLD1,101.4,2.12,3.84,6439.3,-108.7,6670.2
2025-09-17 21:00:00,TAS1,141.5,10.77,1.25,1020.9,-0.5,997.8
2025-07-19 05:30:00,SA1,132.36,1.49,1.01,910.3,21.1,761.0
2025-09-13 21:00:00,TAS1,34.4,4.31,0.73,1049.9,244.3,816.3
2025-09-22 02:00:00,TAS1,79.49,1.0,0.83,735.9,129.5,524.3
2025-10-01 05:30:00,QLD1,181.3,0.65,3.05,3851.8,-855.3,4103.8
2025-06-28 12:00:00,SA1,71.7,2.26,1.0,1362.7,-82.8,1291.8
2025-07-11 11:00:00,SA1,63.3,0.57,0.73,1253.4,-15.1,1080.7
2025-06-22 23:00:00,QLD1,111.02,0.75,2.53,6743.5,-1164.0,6810.8
2025-11-06 13:00:00,VIC1,95.27,2.02,1.61,5305.7,241.3,4503.0
2025-07-16 10:30:00,NSW1,128.69,2.52,3.3,7428.6,-0.5,6606.6
2025-09-20 09:30:00,NSW1,90.52,1.43,5.62,6867.6,-142.2,6168.8
2025-09-02 01:30:00,NSW1,30.58,0.74,0.79,5998.7,-1283.0,6657.5
2025-07-20 00:30:00,QLD1,40.72,0.67,2.02,4954.1,231.1,4387.0
2025-06-15 13:00:00,VIC1,52.55,2.79,1.58,4593.8,-224.5,4181.2
2025-08-10 14:00:00,SA1,108.83,2.59,1.09,1645.2,-107.1,1741.1
2025-06-29 05:30:00,TAS1,65.86,0.9,2.07,781.3,1.5,737.9
2025-08-11 17:00:00,VIC1,485.58,32.24,10.71,5746.2,-83.2,5453.8
2025-10-31 06:30:00,VIC1,3629.37,17.32,243.31,5096.8,-60.7,4773.2
2025-07-12 03:00:00,NSW1,110.78,1.75,1.26,5237.3,295.5,4691.0
2025-07-26 22:30:00,VIC1,50.73,0.75,0.66,5276.7,7.4,4924.7
2025-07-24 20:00:00,SA1,60.34,0.71,0.7,1354.1,-30.1,1429.0
2025-08-15 01:30:00,QLD1,78.78,1.23,1.6,4539.3,-649.2,5067.0
2025-10-29 15:30:00,NSW1,60.14,1.06,0.32,7145.9,175.9,6670.3
2025-08-14 06:30:00,VIC1,158.87,1.67,1.3,4983.4,327.4,4007.5
2025-06-18 03:00:00,QLD1,65.69,1.26,0.24,4915.8,1229.2,3784.2
2025-06-07 23:00:00,NSW1,105.25,1.78,0.18,7188.2,-155.1,7623.4
2025-06-15 04:00:00,QLD1,52.02,0.88,0.42,5413.1,-115.4,5323.5
2025-08-20 23:00:00,VIC1,25.6,3.09,1.46,5253.1,352.2,4523.6
2025-06-02 05:30:00,TAS1,73.32,3.11,1.21,796.3,-3.4,680.6
2025-10-02 03:30:00,SA1,59.49,0.65,1.84,1078.4,-197.0,1319.7
2025-11-08 19:00:00,SA1,783.11,18.06,6.19,1716.0,147.2,1409.8
2025-08-18 08:30:00,VIC1,59.42,0.46,1.06,5081.5,1234.9,3566.2
2025-07-09 02:00:00,TAS1,99.92,5.03,5.51,835.0,78.3,653.8
2025-06-27 07:00:00,VIC1,60.48,1.41,0.58,4518.3,1165.6,2903.8
2025-10-04 21:30:00,SA1,40.39,1.04,0.31,1303.8,105.8,1191.1
2025-09-08 23:30:00,VIC1,29.55,0.66,0.24,5277.6,-403.8,5568.8
2025-07-23 16:00:00,VIC1,276.35,6.03,8.42,6343.9,299.9,6123.6
2025-11-04 03:00:00,TAS1,99.66,0.83,0.5,841.6,53.5,792.8
2025-08-13 16:30:00,NSW1,345.34,13.43,0.93,7745.0,-243.7,6889.2
2025-06-22 00:30:00,TAS1,98.55,2.8,0.97,676.8,77.4,575.5
2025-11-19 17:00:00,SA1,581.36,6.45,3.88,1751.2,-190.5,1874.2
2025-06-01 21:30:00,TAS1,58.42,0.76,1.45,1148.1,-119.4,1149.8
2025-11-12 02:00:00,TAS1,103.23,3.9,6.52,751.5,110.2,663.6
2025-09-29 05:30:00,SA1,61.14,0.97,1.68,947.6,40.5,943.5
2025-10-26 03:30:00,TAS1,162.47,8.42,2.56,718.1,-22.8,699.3
2025-11-02 00:00:00,VIC1,67.03,3.29,0.75,3501.9,1789.6,1630.7
2025-06-30 13:30:00,NSW1,54.06,2.36,0.27,7309.3,278.5,6449.0
2025-09-25 11:00:00,VIC1,198.92,1.17,7.49,4925.0,-442.7,4873.3
2025-09-18 18:30:00,NSW1,273.79,1.72,1.09,8050.8,-655.1,7912.5
2025-11-02 07:30:00,NSW1,61.48,0.17,0.52,6689.7,1003.7,5109.5
2025-07-29 15:00:00,NSW1,103.92,4.11,4.91,7009.1,-66.9,6782.8
2025-09-08 16:30:00,QLD1,183.04,4.27,1.72,7476.7,-766.2,8351.5
2025-06-26 05:00:00,SA1,46.47,2.52,0.22,1110.8,9.4,997.3
2025-11-21 00:30:00,TAS1,79.04,6.67,2.07,743.3,166.6,512.0
2025-10-17 02:30:00,VIC1,88.16,5.97,1.23,3926.8,388.1,3115.0
2025-09-28 16:30:00,TAS1,67.75,0.37,2.29,1271.7,-78.1,1376.9
2025-08-03 20:30:00,VIC1,118.44,1.2,2.55,5171.4,665.5,4417.0
2025-11-09 17:30:00,TAS1,173.47,5.32,20.24,1138.4,137.0,1026.8
2025-10-29 21:30:00,SA1,104.03,4.33,1.37,1427.0,-119.2,1450.8
2025-09-25 16:30:00,QLD1,528.78,15.24,8.58,8203.5,600.3,7758.3
2025-09-01 11:00:00,SA1,54.48,1.29,2.71,1561.2,56.7,1479.2
2025-06-01 03:30:00,VIC1,-257.49,25.68,3.08,4465.5,795.5,3382.8
2025-07-22 09:00:00,TAS1,67.59,0.89,1.73,1096.0,-133.5,1241.5
2025-09-03 11:00:00,NSW1,56.53,1.8,1.04,7292.6,834.7,6698.1
2025-08-23 09:30:00,TAS1,148.54,4.37,6.81,1071.7,66.1,990.6
2025-11-04 01:00:00,NSW1,63.55,0.51,1.03,5326.8,-463.6,6042.3
2025-07-05 16:30:00,NSW1,159.75,2.35,0.74,8560.7,-414.2,7664.2
2025-06-28 03:00:00,QLD1,57.73,2.66,0.15,4295.6,696.8,3747.1
2025-08-07 16:00:00,QLD1,166.99,3.52,1.22,7315.0,177.1,6382.5
2025-07-14 10:00:00,QLD1,109.13,1.39,1.12,5751.0,1088.8,4535.5
2025-10-30 04:00:00,QLD1,94.01,3.37,3.05,4980.3,-435.9,5611.9
2025-08-06 17:30:00,SA1,231.25,1.27,8.57,1872.3,-54.1,1916.7
2025-07-06 12:00:00,VIC1,70.32,0.4,2.82,4565.8,-667.1,4763.3
2025-11-14 13:30:00,QLD1,77.35,0.7,1.49,6598.8,-165.9,6714.7
2025-08-27 02:00:00,VIC1,55.21,0.92,0.38,4067.2,400.2,3160.2
2025-11-16 06:00:00,VIC1,29.9,1.91,2.79,5317.0,-407.6,5846.6
2025-07-11 21:30:00,QLD1,152.51,30.14,4.19,6280.9,79.0,5859.9
2025-09-03 07:30:00,TAS1,47.88,0.43,1.99,987.0,0.4,977.9
2025-09-18 04:30:00,NSW1,47.57,0.66,1.66,4486.1,58.1,4217.8
2025-11-07 17:30:00,NSW1,262.8,3.14,2.49,8343.6,-709.6,8646.6
2025-06-30 03:00:00,VIC1,49.02,2.23,2.27,3653.6,25.8,3433.4
2025-07-18 00:30:00,TAS1,35.47,1.62,4.08,762.8,-119.1,872.0
2025-08-15 21:30:00,TAS1,108.74,1.47,0.63,940.3,-115.1,1043.2
2025-09-03 22:00:00,SA1,108.4,1.86,2.89,1539.3,22.3,1314.2
2025-08-03 17:30:00,QLD1,606.02,6.46,2.58,6546.9,655.2,5358.6
2025-08-28 03:00:00,QLD1,146.65,4.63,2.27,4593.4,689.0,3553.3
2025-08-12 07:00:00,NSW1,85.22,6.85,0.83,6334.6,-816.7,7091.1
2025-07-15 04:00:00,TAS1,167.4,3.37,2.03,671.1,121.4,546.5
2025-10-15 23:30:00,VIC1,100.56,8.24,1.68,5869.2,21.6,5968.9
2025-10-11 12:30:00,TAS1,124.92,3.19,1.63,1052.3,86.4,856.2
2025-11-10 09:30:00,NSW1,17.46,1.91,0.97,5598.1,-469.6,5923.2
2025-07-21 10:00:00,NSW1,150.49,8.71,2.05,6136.9,-28.0,5868.5
2025-07-05 15:30:00,TAS1,91.0,0.27,3.91,998.3,-75.3,978.4
2025-11-10 06:30:00,QLD1,81.55,1.16,2.27,5903.6,979.8,4427.8
2025-07-23 02:00:00,NSW1,83.88,1.76,2.65,5214.3,132.3,5098.8
2025-09-16 14:30:00,VIC1,94.14,1.93,3.06,4801.5,566.8,3797.0
2025-11-01 00:30:00,QLD1,90.94,2.89,4.44,4510.1,-329.8,4551.1
2025-06-02 01:30:00,NSW1,51.44,2.34,1.46,4432.9,76.9,4225.9
2025-09-18 02:00:00,QLD1,51.35,2.59,0.31,4775.6,647.1,4234.5
2025-07-08 06:30:00,NSW1,77.07,1.93,1.43,6446.0,-741.0,6420.4
2025-09-07 16:30:00,VIC1,169.23,1.25,4.56,6013.4,-144.1,5886.1
2025-08-19 18:30:00,NSW1,607.48,16.35,21.18,8536.9,-645.1,7821.5
2025-07-05 14:00:00,TAS1,121.91,3.72,5.06,1067.2,102.6,943.2
2025-07-26 08:30:00,TAS1,146.59,1.35,6.8,866.7,-95.7,870.8
2025-08-11 03:00:00,NSW1,77.01,0.68,0.47,4518.7,474.3,3639.4
2025-09-15 23:00:00,QLD1,145.14,1.59,0.59,6040.9,57.2,5811.7
2025-09-09 00:30:00,VIC1,71.5,3.99,1.14,3737.9,920.3,2416.7
2025-09-24 11:00:00,TAS1,80.64,2.31,1.52,1111.1,-52.1,1064.6
2025-08-06 02:30:00,TAS1,90.6,3.06,1.51,763.7,120.8,663.8
2025-10-05 18:00:00,QLD1,466.48,24.54,2.58,6804.2,-433.2,7173.8
2025-06-14 01:00:00,SA1,225.24,1.82,3.6,955.1,-190.7,1196.0
2025-10-07 21:30:00,QLD1,107.24,0.76,0.5,6207.4,55.0,5663.4
2025-05-31 03:00:00,TAS1,210.76,7.51,2.72,871.5,25.8,728.3
2025-08-08 10:30:00,VIC1,43.03,0.34,1.59,4976.9,-294.2,5322.5
2025-05-26 17:30:00,QLD1,873.27,9.31,67.24,7233.6,786.8,5625.2
2025-10-25 08:00:00,TAS1,253.2,10.51,2.74,1075.5,4.3,1079.2
2025-06-11 14:00:00,SA1,54.71,1.74,1.21,1263.2,108.7,1192.2
2025-07-02 05:30:00,VIC1,44.57,1.49,2.16,3607.7,-178.4,3768.9
2025-10-21 18:00:00,SA1,334.98,6.45,3.99,1987.7,-32.2,2120.0
2025-10-01 12:00:00,QLD1,133.14,4.58,1.41,6534.3,59.8,6058.9
2025-11-01 05:30:00,QLD1,145.42,1.12,1.12,4028.3,-514.1,4652.3
2025-06-11 03:00:00,NSW1,119.41,11.53,3.02,4677.1,164.4,3943.9
2025-07-01 00:30:00,NSW1,50.55,0.3,1.65,4580.2,-637.2,4854.8
2025-10-20 01:30:00,QLD1,135.0,5.8,1.23,4882.8,-1104.7,5912.0
2025-09-26 20:00:00,SA1,207.34,1.41,5.36,1452.2,-124.2,1528.7
2025-07-05 13:00:00,SA1,72.27,1.53,0.34,1423.3,-36.8,1395.8
2025-09-09 10:00:00,QLD1,85.43,0.78,1.89,6702.2,-335.9,7236.8
2025-07-19 07:00:00,VIC1,44.66,1.5,1.64,4594.7,-97.9,4046.2
2025-11-07 15:00:00,QLD1,148.49,7.01,1.16,6620.8,-407.3,6790.3
2025-08-31 19:30:00,SA1,612.07,4.26,13.62,1976.8,238.5,1701.1
2025-05-26 21:00:00,NSW1,22.4,0.28,2.8,6449.3,362.7,5477.5
2025-07-06 03:00:00,QLD1,53.01,1.24,3.2,4687.1,669.5,4033.5
2025-09-05 20:00:00,NSW1,67.36,1.1,1.61,6468.2,285.4,5351.1
2025-09-04 15:00:00,QLD1,55.51,0.64,0.47,6608.3,255.9,5534.3
2025-10-29 13:00:00,SA1,110.38,1.48,3.48,1610.1,10.5,1476.0
2025-06-22 09:30:00,NSW1,78.48,0.8,1.28,7004.2,-126.5,6133.6
2025-09-02 11:30:00,SA1,184.34,2.81,5.49,1535.3,150.1,1394.0
2025-05-28 14:30:00,TAS1,-25.08,1.45,0.34,1034.1,-93.8,1097.5
2025-08-11 09:30:00,TAS1,98.4,0.37,0.52,991.4,-118.2,974.6
2025-09-22 20:30:00,SA1,71.04,3.29,0.27,1617.1,52.5,1548.5
2025-07-17 12:30:00,SA1,49.49,2.01,1.49,1660.4,38.9,1397.5
2025-07-02 02:00:00,VIC1,36.39,1.27,0.61,3416.1,-588.9,3863.8
2025-05-30 04:30:00,VIC1,73.02,2.3,0.75,3968.3,-24.9,4040.1
2025-05-25 14:30:00,SA1,42.59,0.45,1.17,1570.4,-111.8,1683.2
2025-09-01 06:30:00,NSW1,124.97,3.69,1.76,7238.8,539.7,6212.1
2025-09-15 14:30:00,SA1,176.52,1.17,1.21,1585.0,-29.2,1514.7
2025-06-25 18:00:00,QLD1,433.83,12.5,2.36,7559.2,338.8,7214.8
2025-08-22 20:00:00,SA1,37.76,0.71,0.48,1490.9,95.1,1448.9
2025-06-07 03:30:00,SA1,77.02,0.7,1.42,1039.7,-141.0,1131.0
2025-07-10 21:30:00,NSW1,57.75,1.24,3.21,7224.9,449.4,6671.1
2025-11-15 02:30:00,NSW1,61.26,2.31,1.82,5615.9,-15.7,5400.3
2025-09-29 10:00:00,QLD1,18.19,1.05,0.76,5916.1,683.9,5303.4
2025-09-01 17:00:00,QLD1,212.81,3.81,1.18,6860.3,1095.1,5266.8
2025-07-08 11:00:00,SA1,138.06,2.35,1.85,1489.8,-24.9,1448.2
2025-09-01 11:30:00,QLD1,30.12,0.96,2.47,6489.1,13.5,6540.7
2025-06-05 16:30:00,TAS1,74.67,0.77,1.76,1198.4,105.3,1105.7
2025-10-15 15:30:00,QLD1,28.53,1.21,0.23,6857.1,-700.1,6638.9
2025-09-20 19:30:00,TAS1,75.58,1.62,1.39,1200.0,90.8,1072.2
2025-06-12 17:30:00,QLD1,509.43,8.05,15.63,7175.7,-904.2,8379.0
2025-07-16 02:00:00,QLD1,50.6,0.8,2.77,5149.7,-434.8,4770.0
2025-09-20 13:30:00,SA1,65.24,0.7,0.75,1564.6,115.5,1452.5
2025-06-11 19:30:00,NSW1,157.23,2.46,1.96,9679.6,-91.7,10006.4
2025-11-02 03:30:00,SA1,43.16,0.97,1.2,1214.6,15.1,1170.1
2025-06-22 07:30:00,SA1,167.69,2.0,0.46,1364.2,-138.1,1313.4
2025-10-13 21:30:00,VIC1,34.29,0.13,1.32,5242.5,272.2,4248.0
2025-08-04 08:30:00,QLD1,74.61,1.0,3.39,6878.3,1124.1,5815.6
2025-06-01 17:00:00,QLD1,261.61,14.56,8.4,7122.4,217.9,6081.0
2025-06-14 13:00:00,QLD1,204.26,1.31,4.8,5870.0,-96.9,5758.3
2025-09-02 18:00:00,QLD1,492.32,6.78,8.12,8055.9,521.2,6474.0
2025-08-12 12:30:00,TAS1,104.36,0.8,2.15,905.5,-39.7,982.8
2025-08-15 18:30:00,SA1,1451.55,80.75,30.83,1618.1,-42.7,1618.8
2025-10-22 21:00:00,TAS1,19.63,1.12,1.46,1082.5,-78.6,1035.0
2025-11-06 00:30:00,QLD1,129.69,3.12,2.65,4776.0,-600.6,5371.5
2025-07-28 20:00:00,QLD1,54.18,1.83,0.33,6773.2,-74.8,6783.9
2025-10-01 05:30:00,QLD1,72.95,1.37,0.21,4746.1,185.7,4535.2
2025-07-16 04:30:00,QLD1,36.95,0.44,1.11,4423.3,23.1,3800.2
2025-08-17 05:30:00,TAS1,74.52,2.02,4.44,816.1,-51.7,739.8
2025-06-02 05:30:00,VIC1,237.27,12.94,4.73,4210.8,52.7,3701.3
2025-10-20 08:30:00,VIC1,183.73,2.36,1.21,4887.0,197.1,4535.5
2025-09-06 11:30:00,NSW1,90.03,2.81,1.39,6564.2,533.4,6171.8
2025-09-23 04:30:00,NSW1,256.35,10.28,1.83,4867.6,-605.7,5033.2
2025-07-07 16:30:00,NSW1,47.49,1.49,2.21,8551.6,502.5,6878.5
2025-07-26 14:00:00,NSW1,37.05,0.98,2.23,7148.4,526.5,6775.5
2025-10-23 18:30:00,QLD1,346.07,9.58,2.32,7597.5,812.4,5982.6
2025-10-20 10:30:00,VIC1,55.15,2.84,1.11,4846.1,-800.5,5074.6
2025-11-14 13:30:00,SA1,41.68,1.2,0.29,1440.5,-297.4,1813.8
2025-07-05 04:00:00,TAS1,118.42,1.56,22.59,781.5,119.1,618.5
2025-05-27 09:30:00,VIC1,46.72,0.57,2.32,5323.0,154.5,4720.1
2025-07-23 01:30:00,SA1,112.61,3.67,1.86,1024.5,-35.5,991.9
2025-10-01 11:00:00,SA1,62.96,2.27,1.34,1695.3,-8.5,1720.0
2025-11-11 17:30:00,NSW1,105.51,3.34,3.04,7630.9,-1073.2,8364.9
2025-09-08 07:00:00,VIC1,166.45,3.58,2.26,5330.7,186.6,4719.7
2025-10-29 21:00:00,TAS1,94.09,0.67,7.98,1003.6,9.1,859.3
2025-06-30 11:30:00,TAS1,40.97,4.4,1.41,1086.6,22.9,1005.5
2025-09-25 08:00:00,SA1,129.29,1.86,2.48,1392.4,320.4,970.2
2025-07-05 12:30:00,QLD1,104.28,3.7,1.44,6405.3,-168.4,5844.3
2025-10-19 00:00:00,NSW1,59.03,2.26,1.42,4516.5,345.3,4236.2
2025-07-09 04:30:00,NSW1,57.57,1.39,2.93,4228.9,1235.9,3035.2
2025-05-28 12:30:00,TAS1,33.42,1.07,2.67,1119.0,40.9,974.8
2025-10-20 10:00:00,QLD1,6671.52,167.42,406.78,5632.9,-1368.0,6291.2
2025-06-13 12:00:00,VIC1,81.7,0.58,1.74,5401.8,35.3,4974.2
2025-08-11 17:30:00,SA1,131.17,4.05,4.64,1685.2,-122.1,1554.8
2025-06-15 03:30:00,TAS1,79.73,0.69,0.62,819.2,96.1,699.6
2025-06-09 01:30:00,QLD1,48.4,1.04,2.24,3962.7,307.8,3446.8
2025-09-04 02:00:00,NSW1,69.49,1.0,1.52,5074.5,-630.7,4988.6
2025-09-16 03:30:00,TAS1,150.72,6.2,0.69,734.1,100.1,641.2
2025-10-26 15:30:00,VIC1,27.52,1.02,0.96,5398.0,-66.9,5565.8
2025-06-14 01:00:00,NSW1,73.76,4.29,3.38,5249.1,-923.8,6073.9
2025-10-15 15:00:00,SA1,156.29,1.55,2.92,1339.8,-62.3,1378.2
2025-11-05 18:30:00,QLD1,137.09,2.24,3.16,7998.8,72.4,6984.2
2025-05-26 20:00:00,VIC1,140.05,11.01,1.67,5314.0,-583.1,5155.0
2025-08-10 14:00:00,QLD1,32.25,0.18,0.93,5859.8,-640.8,6327.7
2025-11-14 01:00:00,QLD1,109.68,2.63,0.75,5086.8,403.9,4019.0
2025-06-01 02:30:00,QLD1,173.86,3.42,1.23,3793.4,561.4,3005.2
2025-06-11 07:30:00,NSW1,55.94,0.81,1.09,6976.6,138.0,6461.9
2025-07-28 19:30:00,NSW1,220.86,3.81,4.21,8420.4,243.3,7792.1
2025-11-04 02:00:00,QLD1,61.12,2.56,4.29,3929.8,361.3,3090.3
2025-10-10 06:30:00,NSW1,79.81,5.38,2.37,6840.4,415.3,6687.7
2025-10-04 05:30:00,QLD1,76.75,1.72,0.8,4541.5,-1221.6,5599.4
2025-10-03 01:00:00,SA1,69.2,0.76,0.4,1132.7,13.6,1057.9
2025-06-23 07:00:00,QLD1,63.24,1.41,3.48,5932.9,-330.6,6422.0
2025-09-04 22:30:00,NSW1,76.77,3.6,1.65,7222.5,-358.0,6710.5
2025-06-07 15:00:00,QLD1,59.99,4.87,1.43,6160.2,27.0,5566.4
2025-09-06 13:30:00,VIC1,64.46,0.76,4.25,4958.9,293.9,3985.6
2025-11-03 20:00:00,SA1,75.96,2.31,0.4,1355.0,-117.0,1520.8
2025-07-12 17:30:00,NSW1,72.41,1.17,0.85,8119.4,-183.9,8082.0
2025-06-26 03:30:00,VIC1,51.49,3.95,1.21,3700.3,-1179.5,4266.7
2025-05-29 18:00:00,TAS1,127.61,1.92,1.02,1224.6,-88.5,1273.3
2025-09-30 17:00:00,NSW1,84.84,1.9,0.31,9920.2,-1586.4,10366.5
2025-07-02 04:00:00,VIC1,76.57,3.98,0.96,3298.7,-504.2,3876.1
2025-11-01 14:30:00,SA1,145.47,4.84,5.04,1598.2,-121.0,1594.0
2025-11-18 14:00:00,QLD1,71.7,0.56,1.02,6787.7,-832.1,7563.2
2025-11-02 16:30:00,QLD1,190.66,6.71,1.61,9205.0,-166.1,9582.7
2025-10-21 15:00:00,SA1,66.03,3.37,1.01,1490.4,172.5,1276.8
2025-05-24 05:30:00,SA1,122.46,0.28,2.42,937.6,81.2,828.1
2025-10-22 11:00:00,TAS1,115.52,1.08,1.49,959.6,-29.9,943.2
2025-06-10 04:30:00,QLD1,31.64,0.49,2.43,4538.3,253.8,4472.9
2025-08-13 20:30:00,SA1,80.15,0.98,2.74,1506.2,-73.9,1445.1
2025-06-19 06:30:00,SA1,65.79,4.08,3.11,1482.5,83.2,1336.9
2025-09-11 20:30:00,VIC1,47.66,0.94,0.81,5603.5,419.7,4554.0
2025-06-08 04:30:00,QLD1,202.03,3.18,7.0,3911.6,-755.4,4689.4
2025-07-24 23:00:00,TAS1,120.71,1.68,2.26,997.8,90.3,858.7
2025-06-13 17:00:00,TAS1,-230.5,7.18,0.98,1437.6,62.7,1355.9
2025-10-17 11:00:00,TAS1,153.57,4.99,10.36,982.1,-95.0,1026.6
2025-07-26 20:00:00,SA1,241.02,7.6,1.01,1313.2,-22.4,1153.9
2025-07-27 06:00:00,VIC1,35.33,2.97,3.73,4829.4,-80.5,4359.8
2025-09-12 22:30:00,NSW1,97.56,1.97,0.65,7086.2,442.1,6421.8
2025-06-20 11:00:00,SA1,75.54,1.24,0.68,1355.4,20.2,1382.4
2025-10-31 00:00:00,NSW1,58.04,0.55,0.32,4789.3,-368.8,4405.6
2025-07-10 13:00:00,NSW1,48.79,0.41,1.21,6622.9,-315.5,5994.3
2025-10-07 06:30:00,QLD1,243.07,2.69,3.53,6292.7,1195.0,5197.4
2025-09-30 20:30:00,QLD1,56.21,1.41,3.31,6314.8,-308.0,6048.9
2025-08-04 18:00:00,QLD1,130.62,3.9,1.46,7273.1,216.5,5998.2
2025-08-02 05:30:00,SA1,42.42,0.76,1.86,1019.1,-70.4,933.4
2025-11-21 02:00:00,QLD1,58.7,3.57,2.1,5090.4,52.6,5182.8
2025-11-10 12:00:00,SA1,121.6,4.29,5.85,1512.2,-83.4,1526.4
2025-08-30 01:30:00,QLD1,60.43,1.73,1.51,4951.8,-1053.6,5609.0
2025-09-20 04:00:00,TAS1,111.11,5.44,1.26,788.8,-149.1,938.5
2025-08-09 17:00:00,NSW1,365.64,12.33,5.18,7016.3,-20.2,7320.2
2025-10-19 21:30:00,QLD1,265.5,3.85,4.5,6997.2,1299.4,5858.5
2025-10-04 20:00:00,SA1,109.1,9.47,8.64,1520.4,-50.1,1480.8
2025-10-21 17:00:00,TAS1,74.63,1.15,1.13,1083.4,-94.3,1042.5
2025-11-01 21:30:00,NSW1,48.61,3.13,1.91,6089.5,91.2,5499.2
2025-10-08 10:30:00,QLD1,64.8,0.75,1.11,6492.8,102.5,5966.0
2025-11-12 18:00:00,SA1,545.78,5.78,6.46,1808.2,-99.1,1901.5
2025-10-14 11:00:00,NSW1,35.96,0.97,1.46,6976.4,-221.1,6397.3
2025-06-20 09:30:00,TAS1,99.27,1.61,7.14,898.7,49.7,833.0
2025-07-03 02:00:00,SA1,45.1,0.59,0.75,1148.4,-62.4,1213.3
2025-07-23 20:00:00,NSW1,150.5,8.73,0.84,7395.9,871.0,5600.9
2025-06-28 12:00:00,VIC1,-599.48,13.76,14.71,5479.0,-296.4,5676.3
2025-10-27 13:30:00,NSW1,110.58,4.28,1.1,6490.5,745.2,5303.5
2025-07-17 08:30:00,TAS1,47.5,0.32,0.7,998.9,-15.8,1002.3
2025-10-07 15:00:00,NSW1,91.22,4.71,2.11,7441.7,-154.9,7153.2
2025-05-29 15:00:00,TAS1,65.35,4.6,0.18,985.8,141.2,723.7
2025-10-06 09:30:00,QLD1,28.14,0.24,1.33,5451.0,68.9,4818.8
2025-05-31 11:30:00,NSW1,55.31,3.73,0.72,6886.0,-36.7,6554.2
2025-10-06 13:30:00,NSW1,100.33,1.84,2.43,6526.9,-1241.4,7587.1
2025-08-23 13:00:00,VIC1,56.86,1.14,1.92,5223.9,-236.4,5298.1
2025-08-15 08:00:00,NSW1,88.44,1.34,1.68,6032.2,711.4,4988.4
2025-08-09 20:30:00,SA1,133.67,3.29,1.17,1377.7,105.0,1210.3
2025-06-01 08:30:00,QLD1,56.62,0.71,1.03,5054.1,-1123.3,6009.1
2025-10-24 02:30:00,QLD1,102.62,5.05,0.62,4162.1,-131.0,3864.8
2025-10-28 10:30:00,TAS1,116.77,3.27,2.35,1074.4,-42.9,1167.1
2025-08-02 22:00:00,VIC1,58.44,0.43,1.28,4987.7,-207.8,5046.8
2025-10-16 07:00:00,VIC1,79.19,6.22,1.55,4455.7,230.0,3691.5
2025-08-24 05:30:00,NSW1,41.52,0.63,0.59,4880.7,-502.7,5418.1
2025-07-20 22:30:00,TAS1,63.39,0.63,0.66,997.1,45.4,982.7
2025-10-25 06:30:00,TAS1,55.63,1.58,0.55,950.8,139.7,837.7
2025-08-29 04:00:00,SA1,73.15,1.24,0.92,1139.2,86.0,1041.2
2025-06-19 09:30:00,SA1,132.29,1.43,0.89,1561.2,-24.1,1589.1
2025-11-01 10:00:00,QLD1,107.37,0.67,0.79,5943.5,-146.9,6219.7
2025-09-23 01:00:00,VIC1,54.64,0.48,0.49,3788.4,-243.2,4218.6
2025-09-28 04:00:00,NSW1,39.62,1.13,2.05,5172.9,-1142.7,5623.3
2025-08-23 10:30:00,SA1,128.95,1.82,1.34,1308.1,218.1,955.0
2025-07-11 05:30:00,SA1,72.49,2.93,1.46,1184.8,-193.5,1399.5
2025-07-27 14:00:00,VIC1,122.04,1.63,2.83,5626.0,202.6,4862.4
2025-07-22 18:00:00,SA1,478.15,5.32,4.04,2038.6,106.6,1838.5
2025-09-12 19:00:00,NSW1,309.55,5.2,38.09,9406.2,-457.1,9366.8
2025-08-10 10:00:00,SA1,-784.42,20.85,33.56,1476.7,-36.7,1370.6
2025-10-11 17:30:00,TAS1,335.66,6.48,11.32,1074.0,37.0,940.8
2025-09-21 09:30:00,NSW1,206.69,6.46,4.62,6573.8,940.5,5456.5
2025-06-22 06:30:00,TAS1,51.58,1.06,0.55,1082.3,-63.2,1150.6
2025-07-12 04:00:00,SA1,98.01,2.54,1.3,1101.8,-92.2,1138.2
2025-08-08 08:30:00,TAS1,149.36,2.46,4.26,935.2,119.8,753.7
2025-09-25 22:30:00,SA1,84.23,2.01,0.77,1441.4,-199.6,1703.6
2025-07-11 08:00:00,SA1,103.73,0.65,3.99,1437.5,53.9,1442.4
2025-10-04 18:30:00,NSW1,156.54,2.61,0.41,7374.9,421.6,6488.6
2025-05-26 15:00:00,TAS1,67.31,1.51,2.17,1181.1,68.8,1013.2
2025-09-05 09:00:00,TAS1,100.01,6.18,0.73,1051.9,4.4,996.9
2025-09-14 19:00:00,QLD1,380.71,4.21,1.69,7893.3,442.7,6390.3
2025-10-05 15:00:00,QLD1,88.24,1.66,5.09,6678.5,-332.9,6871.5
2025-06-21 06:00:00,TAS1,147.94,0.8,1.45,975.3,137.4,810.8
2025-07-19 20:00:00,VIC1,113.67,8.16,4.54,4610.8,528.4,3735.1
2025-06-28 03:00:00,SA1,39.68,0.93,4.09,1107.2,-237.5,1172.2
2025-11-02 01:00:00,SA1,20.46,1.45,0.29,1004.4,130.9,832.1
