notice_id,notice_type,issue_time,reason,effective_date,region_id,intervention
177,MARKET NOTICE,2025-05-26 09:41:35,CONSTRAINT ACTIVATION NOTICE: Constraint set V^MLTS1-HYTS_E has been activated from 09:41 AEST. The constraint applies to NSW1. RHS value: 303 MW. Reason: Basslink power flow control — thermal limit in wet end equipment. Affected generators have been notified via EMMS. The constraint will remain ...,2025-05-26 10:54:35,,False
178,SYSTEM NORMAL,2025-03-17 19:26:47,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 13:26 AEST on 17 March 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-03-17 21:04:47,,False
179,LOR2,2025-01-26 15:03:07,"LACK OF RESERVE LEVEL 2 NOTICE — NSW1: Directed reserve shortfall. Available capacity 1432 MW, requirement 1690 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-01-26 15:56:07,NSW1,True
180,LOR1,2025-08-05 23:09:39,"LACK OF RESERVE LEVEL 1 NOTICE — TAS1: Projected reserve margin is 302 MW, below the LOR1 threshold of 425 MW for the trading interval commencing 23:09 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as co...",2025-08-05 23:48:39,TAS1,False
181,SYSTEM NORMAL,2025-06-02 18:21:40,SYSTEM NORMAL — SA1: Reserve conditions have returned to normal levels in SA1. The LOR1 notice issued at 15:21 AEST on 02 June 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-06-02 19:08:40,,False
182,SYSTEM NORMAL,2024-12-30 18:17:11,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 15:17 AEST on 30 December 2024 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2024-12-30 20:11:11,,False
183,LOR1,2025-02-01 00:27:59,LOR1 DECLARED — SA1: Reserve shortfall forecast for 00:27 AEST. Available generation 4188 MW against requirement 4518 MW. Net shortfall 90 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-02-01 01:30:59,SA1,False
184,SYSTEM NORMAL,2025-04-18 11:32:01,SYSTEM NORMAL — TAS1: Reserve conditions have returned to normal levels in TAS1. The LOR3 notice issued at 05:32 AEST on 18 April 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-04-18 11:40:01,,False
185,MARKET NOTICE,2025-08-16 06:52:37,CONSTRAINT ACTIVATION NOTICE: Constraint set Q^^Q_NIL_PEAK_1530 has been activated from 06:52 AEST. The constraint applies to NSW1. RHS value: 696 MW. Reason: maintenance outage on Tumut 3 transformer 2 reducing available transfer capability. Affected generators have been notified via EMMS. The c...,2025-08-16 07:52:37,,False
186,LOR1,2025-03-10 00:36:44,LOR1 DECLARED — VIC1: Reserve shortfall forecast for 00:36 AEST. Available generation 2792 MW against requirement 3003 MW. Net shortfall 350 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-03-10 01:51:44,VIC1,False
187,MARKET NOTICE,2025-09-25 11:57:18,"MARKET PRICE CAP DECLARATION — TAS1: The Regional Reference Price for TAS1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 11:57 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-09-25 13:23:18,,False
188,MARKET NOTICE,2025-09-12 21:22:29,"MARKET PRICE CAP DECLARATION — NSW1: The Regional Reference Price for NSW1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 21:22 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-09-12 22:10:29,,False
189,RESERVE NOTICE,2025-08-27 08:56:51,"SUMMER DEMAND RESERVE NOTICE — SA1: Elevated demand forecast for the period 01 September 2025. Peak demand forecast 13418 MW, representing 22% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated foreca...",2025-08-27 09:06:51,SA1,False
190,LOR2,2025-10-04 14:37:34,"LACK OF RESERVE LEVEL 2 NOTICE — SA1: Directed reserve shortfall. Available capacity 4049 MW, requirement 4442 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch interv...",2025-10-04 16:06:34,SA1,True
191,SYSTEM NORMAL,2025-06-22 17:55:18,SYSTEM NORMAL — TAS1: Reserve conditions have returned to normal levels in TAS1. The LOR3 notice issued at 14:55 AEST on 22 June 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-06-22 19:20:18,,False
192,SYSTEM NORMAL,2025-07-01 14:44:00,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 08:44 AEST on 01 July 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-07-01 16:15:00,,False
193,MARKET NOTICE,2024-12-04 13:07:02,CONSTRAINT ACTIVATION NOTICE: Constraint set N_X_HYTS_GUN_1 has been activated from 13:07 AEST. The constraint applies to SA1. RHS value: 885 MW. Reason: network overload protection — South Australia radial supply risk. Affected generators have been notified via EMMS. The constraint will remain a...,2024-12-04 13:25:02,,False
194,SYSTEM NORMAL,2025-07-21 00:03:15,SYSTEM NORMAL — SA1: Reserve conditions have returned to normal levels in SA1. The LOR2 notice issued at 20:03 AEST on 20 July 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-07-21 01:54:15,,False
195,RESERVE NOTICE,2025-06-26 03:52:30,ADVANCE RESERVE NOTICE — VIC1: AEMO is advising market participants of forecast tight reserve conditions for trading day 27 June 2025. Forecast demand 13391 MW. Current committed generation 12759 MW. Participants with mothballed or decommissioned units are invited to advise AEMO of availability w...,2025-06-26 05:11:30,VIC1,False
196,SYSTEM NORMAL,2025-02-15 10:11:40,SYSTEM NORMAL — TAS1: Reserve conditions have returned to normal levels in TAS1. The LOR3 notice issued at 04:11 AEST on 15 February 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-02-15 10:24:40,,False
197,MARKET NOTICE,2025-04-05 09:01:18,CONSTRAINT ACTIVATION NOTICE: Constraint set Q_PQ_NIL_RADL_1 has been activated from 09:01 AEST. The constraint applies to TAS1. RHS value: 714 MW. Reason: Basslink power flow control — thermal limit in wet end equipment. Affected generators have been notified via EMMS. The constraint will remain...,2025-04-05 10:25:18,,False
198,RESERVE NOTICE,2025-02-04 18:20:43,"SUMMER DEMAND RESERVE NOTICE — NSW1: Elevated demand forecast for the period 05 February 2025. Peak demand forecast 12521 MW, representing 9% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecas...",2025-02-04 18:37:43,NSW1,False
199,MARKET NOTICE,2024-12-01 05:23:36,INTERCONNECTOR LIMIT REDUCTION — VIC1-NSW1: The transfer capability of VIC1-NSW1 has been reduced to 762 MW in the northward direction from 05:23 AEST until further notice due to transient stability limit for loss of Loy Yang A unit 4. Constraint set V^MLTS1-HYTS_E has been applied. NEMDE will ob...,2024-12-01 05:32:36,,False
200,LOR1,2025-07-20 03:26:01,"LACK OF RESERVE LEVEL 1 NOTICE — TAS1: Projected reserve margin is 151 MW, below the LOR1 threshold of 389 MW for the trading interval commencing 03:26 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as co...",2025-07-20 03:36:01,TAS1,False
201,LOR2,2025-07-26 05:44:02,LACK OF RESERVE LEVEL 2 — QLD1: AEMO declares LOR2 for 05:44 AEST. Forecast reserve 250 MW below threshold. All available FCAS providers must register to bid. AEMO is in contact with large industrial loads regarding voluntary demand response. Interconnector flows being optimised.,2025-07-26 05:50:02,QLD1,True
202,SYSTEM NORMAL,2025-07-19 13:47:03,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR1 notice issued at 12:47 AEST on 19 July 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-07-19 14:06:03,,False
203,LOR2,2025-11-06 13:42:48,"LACK OF RESERVE LEVEL 2 NOTICE — SA1: Directed reserve shortfall. Available capacity 3267 MW, requirement 3560 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch interv...",2025-11-06 14:44:48,SA1,True
204,RESERVE NOTICE,2025-09-02 15:48:05,ADVANCE RESERVE NOTICE — SA1: AEMO is advising market participants of forecast tight reserve conditions for trading day 03 September 2025. Forecast demand 12438 MW. Current committed generation 11214 MW. Participants with mothballed or decommissioned units are invited to advise AEMO of availabili...,2025-09-02 16:52:05,SA1,False
205,LOR1,2025-07-25 07:11:08,LOR1 DECLARED — TAS1: Reserve shortfall forecast for 07:11 AEST. Available generation 4995 MW against requirement 5238 MW. Net shortfall 215 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-07-25 08:30:08,TAS1,False
206,MARKET NOTICE,2025-04-25 02:18:20,CONSTRAINT ACTIVATION NOTICE: Constraint set Q_PQ_NIL_RADL_1 has been activated from 02:18 AEST. The constraint applies to NSW1. RHS value: 1139 MW. Reason: transient stability limit for loss of Loy Yang A unit 4. Affected generators have been notified via EMMS. The constraint will remain active ...,2025-04-25 03:47:20,,False
207,LOR3,2025-04-14 11:23:07,LOR3 EMERGENCY DECLARED — VIC1: Emergency directions issued. Available capacity 3594 MW against minimum requirement 3953 MW. AEMO has contacted all registered participants. Involuntary load shedding 193 MW now active. Situation is being monitored continuously.,2025-04-14 12:34:07,VIC1,True
208,SYSTEM NORMAL,2025-08-02 17:32:16,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 14:32 AEST on 02 August 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-08-02 18:43:16,,False
209,MARKET NOTICE,2025-01-22 02:40:36,CONSTRAINT ACTIVATION NOTICE: Constraint set V_XEMPT_MAIN+ML has been activated from 02:40 AEST. The constraint applies to NSW1. RHS value: 773 MW. Reason: Basslink power flow control — thermal limit in wet end equipment. Affected generators have been notified via EMMS. The constraint will remain...,2025-01-22 04:09:36,,False
210,LOR1,2025-01-18 00:52:55,LOR1 DECLARED — QLD1: Reserve shortfall forecast for 00:52 AEST. Available generation 4285 MW against requirement 4643 MW. Net shortfall 382 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-01-18 01:20:55,QLD1,False
211,MARKET NOTICE,2025-08-05 04:22:19,"MARKET PRICE CAP DECLARATION — VIC1: The Regional Reference Price for VIC1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 04:22 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-08-05 05:59:19,,False
212,MARKET NOTICE,2025-06-05 11:22:05,CONSTRAINT ACTIVATION NOTICE: Constraint set V^HYTS_MLTS_N has been activated from 11:22 AEST. The constraint applies to NSW1. RHS value: 1002 MW. Reason: thermal overload risk on Moorabool-Hazelwood 220kV line. Affected generators have been notified via EMMS. The constraint will remain active un...,2025-06-05 12:28:05,,False
213,SYSTEM NORMAL,2025-11-09 13:51:28,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 08:51 AEST on 09 November 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-11-09 14:08:28,,False
214,MARKET NOTICE,2025-02-09 18:38:27,"MARKET PRICE CAP DECLARATION — QLD1: The Regional Reference Price for QLD1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 18:38 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-02-09 19:35:27,,False
215,MARKET NOTICE,2025-06-25 12:08:55,"MARKET PRICE CAP DECLARATION — QLD1: The Regional Reference Price for QLD1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 12:08 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-06-25 13:26:55,,False
216,LOR1,2025-07-26 22:47:58,"LACK OF RESERVE LEVEL 1 NOTICE — NSW1: Projected reserve margin is 81 MW, below the LOR1 threshold of 233 MW for the trading interval commencing 22:47 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as con...",2025-07-27 00:37:58,NSW1,False
217,LOR1,2025-05-11 11:30:57,"LACK OF RESERVE LEVEL 1 NOTICE — TAS1: Projected reserve margin is 229 MW, below the LOR1 threshold of 468 MW for the trading interval commencing 11:30 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as co...",2025-05-11 12:11:57,TAS1,False
218,MARKET NOTICE,2025-02-07 19:01:41,"MARKET PRICE CAP DECLARATION — NSW1: The Regional Reference Price for NSW1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 19:01 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-02-07 19:17:41,,False
219,MARKET NOTICE,2025-09-29 19:57:50,"MARKET PRICE CAP DECLARATION — QLD1: The Regional Reference Price for QLD1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 19:57 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-09-29 21:54:50,,False
220,MARKET NOTICE,2025-04-08 03:05:44,"MARKET PRICE CAP DECLARATION — NSW1: The Regional Reference Price for NSW1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 03:05 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-04-08 04:39:44,,False
221,LOR3,2025-09-03 14:41:44,LACK OF RESERVE LEVEL 3 — EMERGENCY: QLD1 is experiencing a reserve deficit of 77 MW. AEMO is issuing directions under NER clause 4.8.9 to all available generators in QLD1 and adjacent regions. Load shedding may be required to maintain system security. AEMO is in contact with QLD1 DNSP to coordin...,2025-09-03 15:12:44,QLD1,True
222,SYSTEM NORMAL,2025-11-05 19:05:46,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 17:05 AEST on 05 November 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-11-05 21:01:46,,False
223,MARKET NOTICE,2025-06-11 06:01:19,CONSTRAINT ACTIVATION NOTICE: Constraint set F_MAIN+ML_MR_0600 has been activated from 06:01 AEST. The constraint applies to NSW1. RHS value: 699 MW. Reason: voltage stability limit following contingency N-1 on Heywood interconnector. Affected generators have been notified via EMMS. The constrain...,2025-06-11 06:07:19,,False
224,MARKET NOTICE,2025-03-10 14:20:10,CONSTRAINT ACTIVATION NOTICE: Constraint set NSW_VIC_LOCAT_1 has been activated from 14:20 AEST. The constraint applies to TAS1. RHS value: 622 MW. Reason: frequency control ancillary service shortfall in lower 60-second service. Affected generators have been notified via EMMS. The constraint wil...,2025-03-10 14:41:10,,False
225,SYSTEM NORMAL,2025-03-24 14:47:28,SYSTEM NORMAL — QLD1: Reserve conditions have returned to normal levels in QLD1. The LOR2 notice issued at 13:47 AEST on 24 March 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-03-24 15:24:28,,False
226,MARKET NOTICE,2025-10-24 20:27:40,CONSTRAINT ACTIVATION NOTICE: Constraint set Q^^Q_NIL_PEAK_1530 has been activated from 20:27 AEST. The constraint applies to TAS1. RHS value: 368 MW. Reason: Basslink power flow control — thermal limit in wet end equipment. Affected generators have been notified via EMMS. The constraint will rem...,2025-10-24 20:57:40,,False
227,MARKET NOTICE,2025-07-02 00:02:54,CONSTRAINT ACTIVATION NOTICE: Constraint set N^^Q_NIL_1 has been activated from 00:02 AEST. The constraint applies to NSW1. RHS value: 787 MW. Reason: Basslink power flow control — thermal limit in wet end equipment. Affected generators have been notified via EMMS. The constraint will remain acti...,2025-07-02 00:17:54,,False
228,MARKET NOTICE,2025-01-09 13:27:23,INTERCONNECTOR LIMIT REDUCTION — NSW1-QLD1: The transfer capability of NSW1-QLD1 has been reduced to 437 MW in the northward direction from 13:27 AEST until further notice due to maintenance outage on Tumut 3 transformer 2 reducing available transfer capability. Constraint set F_I+LREG+ML_RREG_06...,2025-01-09 15:07:23,,False
229,MARKET NOTICE,2025-02-26 01:54:09,CONSTRAINT ACTIVATION NOTICE: Constraint set V^HYTS_MLTS_N has been activated from 01:54 AEST. The constraint applies to SA1. RHS value: 645 MW. Reason: transient stability limit for loss of Loy Yang A unit 4. Affected generators have been notified via EMMS. The constraint will remain active unti...,2025-02-26 03:19:09,,False
230,MARKET NOTICE,2025-07-12 01:53:18,"MARKET PRICE CAP DECLARATION — TAS1: The Regional Reference Price for TAS1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 01:53 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-07-12 02:53:18,,False
231,LOR1,2025-03-18 08:34:20,LOR1 DECLARED — SA1: Reserve shortfall forecast for 08:34 AEST. Available generation 4529 MW against requirement 4771 MW. Net shortfall 203 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-03-18 10:21:20,SA1,False
232,MARKET NOTICE,2025-10-01 15:08:38,"MARKET PRICE CAP DECLARATION — QLD1: The Regional Reference Price for QLD1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 15:08 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-10-01 15:49:38,,False
233,MARKET NOTICE,2025-01-09 13:26:59,INTERCONNECTOR LIMIT REDUCTION — NSW1-QLD1: The transfer capability of NSW1-QLD1 has been reduced to 920 MW in the northward direction from 13:26 AEST until further notice due to bushfire-related pre-emptive constraint — high fire danger in transmission corridor. Constraint set V^MLTS1-HYTS_E has...,2025-01-09 14:00:59,,False
234,LOR2,2025-05-23 14:05:08,"LACK OF RESERVE LEVEL 2 NOTICE — QLD1: Directed reserve shortfall. Available capacity 1989 MW, requirement 2173 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-05-23 15:54:08,QLD1,True
235,LOR1,2025-08-31 19:39:41,"LACK OF RESERVE LEVEL 1 NOTICE — TAS1: Projected reserve margin is 120 MW, below the LOR1 threshold of 397 MW for the trading interval commencing 19:39 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as co...",2025-08-31 20:50:41,TAS1,False
236,MARKET NOTICE,2025-09-22 06:31:06,"MARKET PRICE CAP DECLARATION — TAS1: The Regional Reference Price for TAS1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 06:31 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-09-22 06:55:06,,False
237,MARKET NOTICE,2025-09-24 05:55:44,"ADMINISTERED PRICE CAP NOTICE — QLD1: The cumulative price threshold has been breached in QLD1. The Administered Price Cap of $300/MWh will apply from trading interval 05:55 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-09-24 07:43:44,,False
238,SYSTEM NORMAL,2025-11-12 03:30:55,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR1 notice issued at 02:30 AEST on 12 November 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-11-12 03:43:55,,False
239,MARKET NOTICE,2025-06-13 12:41:03,"MARKET PRICE CAP DECLARATION — TAS1: The Regional Reference Price for TAS1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 12:41 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-06-13 13:05:03,,False
240,MARKET NOTICE,2025-08-21 08:43:13,CONSTRAINT ACTIVATION NOTICE: Constraint set NSW_VIC_LOCAT_1 has been activated from 08:43 AEST. The constraint applies to NSW1. RHS value: 943 MW. Reason: voltage stability limit following contingency N-1 on Heywood interconnector. Affected generators have been notified via EMMS. The constraint ...,2025-08-21 09:34:13,,False
241,LOR1,2025-06-15 10:49:53,LOR1 DECLARED — NSW1: Reserve shortfall forecast for 10:49 AEST. Available generation 3127 MW against requirement 3211 MW. Net shortfall 116 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-06-15 12:40:53,NSW1,False
242,MARKET NOTICE,2025-05-19 03:35:08,INTERCONNECTOR LIMIT REDUCTION — NSW1-QLD1: The transfer capability of NSW1-QLD1 has been reduced to 1240 MW in the northward direction from 03:35 AEST until further notice due to transient stability limit for loss of Loy Yang A unit 4. Constraint set V_XEMPT_MAIN+ML has been applied. NEMDE will ...,2025-05-19 05:33:08,,False
243,MARKET NOTICE,2025-02-23 11:41:48,"MARKET PRICE CAP DECLARATION — VIC1: The Regional Reference Price for VIC1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 11:41 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-02-23 12:34:48,,False
244,MARKET NOTICE,2025-06-08 13:23:44,INTERCONNECTOR LIMIT REDUCTION — VIC1-NSW1: The transfer capability of VIC1-NSW1 has been reduced to 759 MW in the northward direction from 13:23 AEST until further notice due to Basslink power flow control — thermal limit in wet end equipment. Constraint set S_RADIAL_SA_1 has been applied. NEMDE...,2025-06-08 13:47:44,,False
245,SYSTEM NORMAL,2025-10-08 16:07:50,SYSTEM NORMAL — TAS1: Reserve conditions have returned to normal levels in TAS1. The LOR3 notice issued at 14:07 AEST on 08 October 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-10-08 17:56:50,,False
246,MARKET NOTICE,2025-09-19 22:04:00,INTERCONNECTOR LIMIT REDUCTION — V-SA: The transfer capability of V-SA has been reduced to 1424 MW in the westward direction from 22:04 AEST until further notice due to planned works on Snowy 2.0 transmission connection — commissioning phase restriction. Constraint set V^HYTS_MLTS_N has been appl...,2025-09-19 22:48:00,,False
247,LOR1,2025-04-01 13:18:52,"LACK OF RESERVE LEVEL 1 NOTICE — TAS1: Projected reserve margin is 80 MW, below the LOR1 threshold of 280 MW for the trading interval commencing 13:18 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as con...",2025-04-01 14:58:52,TAS1,False
248,RESERVE NOTICE,2024-12-19 19:46:13,"SUMMER DEMAND RESERVE NOTICE — SA1: Elevated demand forecast for the period 23 December 2024. Peak demand forecast 7743 MW, representing 25% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecast...",2024-12-19 20:32:13,SA1,False
249,MARKET NOTICE,2025-02-07 13:12:03,INTERCONNECTOR LIMIT REDUCTION — VIC1-NSW1: The transfer capability of VIC1-NSW1 has been reduced to 803 MW in the northward direction from 13:12 AEST until further notice due to thermal overload risk on Moorabool-Hazelwood 220kV line. Constraint set NSW_VIC_LOCAT_1 has been applied. NEMDE will o...,2025-02-07 14:53:03,,False
250,MARKET NOTICE,2025-06-22 05:02:34,"ADMINISTERED PRICE CAP NOTICE — QLD1: The cumulative price threshold has been breached in QLD1. The Administered Price Cap of $300/MWh will apply from trading interval 05:02 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-06-22 06:17:34,,False
251,RESERVE NOTICE,2025-08-05 11:07:15,"SUMMER DEMAND RESERVE NOTICE — QLD1: Elevated demand forecast for the period 06 August 2025. Peak demand forecast 12801 MW, representing 16% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecast...",2025-08-05 13:02:15,QLD1,False
252,MARKET NOTICE,2025-11-15 04:10:49,"ADMINISTERED PRICE CAP NOTICE — QLD1: The cumulative price threshold has been breached in QLD1. The Administered Price Cap of $300/MWh will apply from trading interval 04:10 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-11-15 05:17:49,,False
253,MARKET NOTICE,2025-01-19 22:01:21,CONSTRAINT ACTIVATION NOTICE: Constraint set NSW_VIC_LOCAT_1 has been activated from 22:01 AEST. The constraint applies to SA1. RHS value: 805 MW. Reason: maintenance outage on Tumut 3 transformer 2 reducing available transfer capability. Affected generators have been notified via EMMS. The const...,2025-01-19 23:30:21,,False
254,MARKET NOTICE,2025-07-05 15:35:55,CONSTRAINT ACTIVATION NOTICE: Constraint set NSW_VIC_LOCAT_1 has been activated from 15:35 AEST. The constraint applies to VIC1. RHS value: 733 MW. Reason: vegetation growth reducing conductor-to-ground clearance below statutory limit. Affected generators have been notified via EMMS. The constrai...,2025-07-05 17:30:55,,False
255,SYSTEM NORMAL,2024-12-03 10:48:16,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 09:48 AEST on 03 December 2024 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2024-12-03 11:45:16,,False
256,MARKET NOTICE,2025-09-20 20:30:26,"ADMINISTERED PRICE CAP NOTICE — TAS1: The cumulative price threshold has been breached in TAS1. The Administered Price Cap of $300/MWh will apply from trading interval 20:30 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-09-20 22:23:26,,False
257,MARKET NOTICE,2025-10-24 18:13:41,"ADMINISTERED PRICE CAP NOTICE — QLD1: The cumulative price threshold has been breached in QLD1. The Administered Price Cap of $300/MWh will apply from trading interval 18:13 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-10-24 20:08:41,,False
258,SYSTEM NORMAL,2025-05-18 10:37:14,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR3 notice issued at 08:37 AEST on 18 May 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-05-18 12:34:14,,False
259,LOR1,2025-11-13 22:00:24,"LACK OF RESERVE LEVEL 1 NOTICE — TAS1: Projected reserve margin is 82 MW, below the LOR1 threshold of 282 MW for the trading interval commencing 22:00 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as con...",2025-11-14 00:00:24,TAS1,False
260,RESERVE NOTICE,2025-02-27 02:56:09,"SUMMER DEMAND RESERVE NOTICE — VIC1: Elevated demand forecast for the period 04 March 2025. Peak demand forecast 10509 MW, representing 8% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecasts ...",2025-02-27 04:32:09,VIC1,False
261,SYSTEM NORMAL,2025-01-23 23:06:21,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR3 notice issued at 19:06 AEST on 23 January 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-01-24 00:49:21,,False
262,MARKET NOTICE,2025-10-30 19:23:15,"ADMINISTERED PRICE CAP NOTICE — VIC1: The cumulative price threshold has been breached in VIC1. The Administered Price Cap of $300/MWh will apply from trading interval 19:23 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-10-30 20:43:15,,False
263,SYSTEM NORMAL,2025-07-04 12:12:52,SYSTEM NORMAL — QLD1: Reserve conditions have returned to normal levels in QLD1. The LOR2 notice issued at 11:12 AEST on 04 July 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-07-04 12:59:52,,False
