work_order_id,asset_id,work_type,priority,status,created_date,completed_date,technician_id,crew_size,description,findings,materials_used,cost_aud,contractor
WO-4A2EBCD6,0c44c38f-0f7c-4bd6-b02d-f3f18056122d,replacement,P2,completed,2023-04-22,2023-04-25,TECH2845,6,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,"Conductor — ACSR Lark 150mm², 200m; 6 x strain insulators; compression fittings.",101905.29,False
WO-B7C94DE2,48ef80bd-664d-4096-9363-d09dfe543cb9,inspection,P1,completed,2022-10-02,2022-10-04,TECH6009,5,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,9933.17,False
WO-21F77F66,004897a9-217a-49d6-bbd6-20b5fa23fff7,inspection,P4,completed,2023-08-10,2023-11-30,TECH1947,3,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,1775.83,True
WO-89D0759E,67f63b01-a497-48fb-8d4a-51c057518e44,repair,P3,completed,2024-10-16,2024-12-15,TECH1737,2,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",7716.61,False
WO-88AFC1A7,b7694445-beab-4664-b64a-070a45ddfe04,repair,P3,completed,2024-12-16,2025-02-06,TECH6849,3,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,"Cable joint kit — heat-shrink straight joint, 11kV XLPE (2 off); joint compound.",9204.72,True
WO-0C7018B7,85463730-1f22-49da-9fe1-da105476ff93,emergency,P2,completed,2022-05-30,2022-06-06,TECH7709,3,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,126345.74,True
WO-0E01A6B8,25fbdd92-aaa0-40aa-b5be-086f0e176ab6,inspection,P1,completed,2024-12-12,2024-12-12,TECH7271,5,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,6941.21,True
WO-44BE1A27,0891d04c-a4c6-43b4-af8d-84ea47bbf428,inspection,P3,completed,2024-10-25,2024-12-08,TECH6526,2,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,1467.04,False
WO-7D58D21E,5fde9fa0-6f9b-4b10-ad0e-1c94e437a179,inspection,P3,completed,2025-08-10,2025-08-31,TECH8471,3,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,3856.29,True
WO-FCBE5BEB,3af158f6-f4b1-4e84-a2af-c8b0ef0d6984,inspection,P2,completed,2022-09-16,2022-09-19,TECH1353,2,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,No materials consumed — inspection and condition assessment only.,1824.39,True
WO-1040AEFD,88430b51-db08-4676-811f-988dc97392c0,repair,P3,completed,2022-02-18,2022-04-06,TECH2001,3,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,17876.7,False
WO-B0CB6FAD,8c53bd82-c1f0-4638-8f3f-6a776438ed8c,emergency,P1,completed,2023-01-12,2023-01-12,TECH2566,3,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,Earth rod — copper-bonded 16mm x 1.5m (2 off); compression coupler; driving cap.,50377.6,True
WO-09A57012,236bdf7c-34f6-48c9-8b48-80030ac24dc6,inspection,P1,open,2024-02-04,,TECH3850,2,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",,No materials consumed — inspection and condition assessment only.,1706.69,True
WO-1C8AA949,4af736fc-3475-428c-9e5c-07aab2186b34,replacement,P3,completed,2022-08-25,2022-09-15,TECH2404,5,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",190329.72,False
WO-A4D6EF6B,15417738-cd6c-476f-a4a5-a73cbbf56c46,inspection,P3,completed,2022-02-27,2022-03-22,TECH6195,4,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,No materials consumed — inspection and condition assessment only.,5778.43,True
WO-035B0A9B,f15708e0-23cf-4aa7-8eca-df79fd4d0253,inspection,P3,open,2023-03-30,,TECH2746,3,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",,No materials consumed — inspection and condition assessment only.,3312.12,False
WO-2696668C,e0d36c95-0cca-4e09-afd5-a95d0ea2cff1,inspection,P4,completed,2025-06-19,2025-10-03,TECH7171,1,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,1170.33,False
WO-B9674A20,c5c3531a-1da1-4e22-b42f-79eaa1f8ab97,repair,P4,completed,2022-08-29,2023-02-14,TECH1369,3,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,All connections within specification. No evidence of partial discharge or tracking on insulators.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,35726.51,True
WO-F2BE42AA,093c9994-5388-4ac7-803f-9e074c8d6255,emergency,P2,completed,2023-05-02,2023-05-09,TECH6987,4,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,136930.94,True
WO-B19C527C,a5cb83f3-17bc-4fb6-bd18-047760bd9c19,inspection,P2,completed,2024-07-16,2024-07-22,TECH4453,5,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,3069.83,False
WO-46716D7D,b7eac84f-593d-4774-a1a9-01c435602d9f,inspection,P3,completed,2023-07-19,2023-08-28,TECH9757,2,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,2599.21,False
WO-EC9780EC,5b524a22-6f2c-4313-9d72-ce845befd033,repair,P3,completed,2024-06-30,2024-08-27,TECH6438,2,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,8736.43,False
WO-9214EAD1,92a3f9f3-1428-480d-a34b-e036170a38bc,inspection,P3,completed,2022-03-09,2022-04-14,TECH9711,5,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,No materials consumed — inspection and condition assessment only.,4863.73,False
WO-5636F663,029928d0-cf91-492e-a8ee-2313daf983e8,inspection,P2,in_progress,2025-02-05,,TECH9525,6,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,No materials consumed — inspection and condition assessment only.,5032.99,False
WO-39289E00,4e766069-424c-469d-8ae0-3d473298a808,inspection,P3,completed,2025-09-11,2025-10-16,TECH2921,3,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,1807.52,True
WO-286C249D,169bacc6-7b1f-424a-a795-89fe59cdbc22,inspection,P3,completed,2025-04-02,2025-05-22,TECH3373,4,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,3620.28,True
WO-4B9B8827,e3e21677-cac8-4ce7-958f-18e9dd16f67c,inspection,P2,completed,2024-07-22,2024-07-29,TECH3720,2,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,2355.5,False
WO-D1D17B14,f121e8e1-ecbc-431a-8b36-ec4bf563c927,inspection,P4,completed,2023-06-02,2023-10-22,TECH6451,2,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,No materials consumed — inspection and condition assessment only.,2150.08,False
WO-A875802D,5fde9fa0-6f9b-4b10-ad0e-1c94e437a179,inspection,P3,completed,2024-04-27,2024-05-18,TECH9643,6,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,5815.86,False
WO-D1EBD439,cba8e0be-4326-4cad-9a63-f48f5db76239,repair,P2,completed,2024-01-21,2024-01-28,TECH7044,1,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,Pole — Class 3 hardwood 12m (1 off); footings concrete 0.5 m3.,4152.95,True
WO-F09A3415,cd4cf13f-dd97-4785-9bf0-e10e1c99bec5,inspection,P4,in_progress,2022-10-03,,TECH8969,4,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,1648.0,False
WO-5B288DAF,64b2d3a6-c068-4045-9253-7047d3b3338d,repair,P3,completed,2024-01-09,2024-01-12,TECH3063,3,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",Three fuse links approaching end of service life — replacement scheduled within 30 days.,No materials consumed — inspection and condition assessment only.,13246.48,False
WO-4D2981F2,1cff50ff-9894-4b28-b01b-1ed0610a3982,inspection,P3,completed,2025-06-11,2025-06-14,TECH6373,2,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,No materials consumed — inspection and condition assessment only.,1997.15,False
WO-9D0EA8C4,53a4964c-7ade-46bd-86d7-c1a7371ce8ec,inspection,P4,completed,2025-02-07,2025-06-30,TECH7298,6,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,2024.03,False
WO-4ED5A328,72dd616a-16ec-473a-8e2c-9d2d4d7e7b3e,replacement,P3,completed,2024-06-15,2024-07-25,TECH4543,3,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",All connections within specification. No evidence of partial discharge or tracking on insulators.,Wildlife protection — silicon rubber insulating covers (24 off); P-clips.,52571.93,False
WO-5C989793,e2c09b9b-8eca-46b3-a63e-d965d2a18f96,inspection,P3,completed,2025-08-18,2025-09-07,TECH5661,2,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,No materials consumed — inspection and condition assessment only.,1540.45,False
WO-B5CFEBF4,8bc38b50-ad42-41af-aeaf-d5406967b06a,inspection,P3,open,2023-10-28,,TECH3293,2,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,,No materials consumed — inspection and condition assessment only.,1109.75,False
WO-9F9097C5,3f10708e-c093-44ae-b659-57046c1bcf3a,inspection,P3,completed,2025-01-18,2025-02-28,TECH7444,2,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,2168.79,False
WO-EB9AFCED,cf80ae68-f772-46e4-8163-d0cd1ecea472,replacement,P3,completed,2025-08-17,2025-10-10,TECH9751,3,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,Wildlife protection — silicon rubber insulating covers (24 off); P-clips.,78780.13,False
WO-D04DF014,24f835ca-dc96-4b47-bbdc-f63bcd9251ba,replacement,P4,completed,2024-12-20,2025-03-30,TECH7139,5,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",Minor bird nesting detected in cable management duct — removed and deterrent installed.,Wildlife protection — silicon rubber insulating covers (24 off); P-clips.,185947.68,False
WO-336DFC43,953c0861-35f5-4a1b-8d6c-13a4c3dba5a1,repair,P2,completed,2023-05-07,2023-05-07,TECH3306,6,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,Protection relay — Schneider MiCOM P14D; CT secondary test plugs.,26697.17,False
WO-047CEC0A,8a07017d-a6d2-4818-8fe0-0c8641cf775c,inspection,P3,completed,2022-12-31,2023-01-14,TECH7803,4,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,All connections within specification. No evidence of partial discharge or tracking on insulators.,No materials consumed — inspection and condition assessment only.,5364.24,False
WO-329D44CF,9084e961-1e82-446b-90a2-c2e346294c6a,replacement,P4,completed,2023-04-10,2023-04-18,TECH7730,2,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,Protection relay — Schneider MiCOM P14D; CT secondary test plugs.,25940.8,True
WO-6F6CC11D,1acf0b4b-2945-40f6-bfc3-85b2a52fa674,inspection,P3,completed,2022-03-04,2022-03-25,TECH3197,3,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,2068.85,True
WO-CE0BE508,926b890e-4668-4d69-b273-9d6ffc5c5ace,emergency,P2,completed,2025-10-31,2025-11-10,TECH3711,3,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,98423.6,True
WO-0C37A757,8bc738a8-d314-474b-8877-9b961678456f,repair,P4,completed,2022-04-08,2022-05-13,TECH3397,4,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,Pole — Class 3 hardwood 12m (1 off); footings concrete 0.5 m3.,13845.47,True
WO-4FCB7B49,ee121fa2-0a1b-4d58-8427-8c7539a42e4d,repair,P3,completed,2022-01-03,2022-02-20,TECH5330,2,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",All connections within specification. No evidence of partial discharge or tracking on insulators.,"Conductor — ACSR Lark 150mm², 200m; 6 x strain insulators; compression fittings.",8434.7,False
WO-8EF370DF,dfb3ed76-d111-46c8-a724-b3f6879cfe0d,repair,P3,completed,2025-01-30,2025-03-01,TECH7588,4,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",25183.63,False
WO-8DB30355,926b890e-4668-4d69-b273-9d6ffc5c5ace,inspection,P3,completed,2025-07-30,2025-09-02,TECH2135,4,Annual thermographic inspection of 11kV ring main unit — all connections within acceptable temperature limits.,Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,No materials consumed — inspection and condition assessment only.,3192.27,True
WO-A976A638,cb33ab60-64df-4507-839a-740cf79fbe08,inspection,P4,completed,2022-07-17,2022-10-31,TECH4190,2,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,1107.55,False
WO-B6026713,695f4da8-0588-42dd-aec5-607cb7c81aeb,repair,P3,in_progress,2022-07-11,,TECH8279,2,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",7109.3,False
WO-BD828F9B,762fb1ff-0dd0-46ec-b2c8-f524f5866ded,inspection,P3,completed,2022-10-11,2022-10-25,TECH9394,3,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,2151.38,False
WO-009CBB0C,32831489-ad6c-4ec9-99d5-e921a87f5ee8,repair,P2,completed,2024-04-20,2024-04-27,TECH2019,2,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",11384.4,False
WO-800E66CC,ef5a0974-e9a7-4840-9f1e-94273ec6cab4,replacement,P3,completed,2022-09-28,2022-10-02,TECH2555,2,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,31612.41,False
WO-EAD9C9F9,c95b6cf1-3995-40d3-837e-1fa2bf87546c,inspection,P4,completed,2022-10-23,2023-01-06,TECH1353,1,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,300.37,False
WO-8AB28583,2792a3cf-d0b7-4bf1-b57d-db0a3728346c,emergency,P1,completed,2025-04-27,2025-04-28,TECH7169,2,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,68479.38,False
WO-15061399,10b08a01-20db-44e1-b764-65650e2f72f5,repair,P3,completed,2025-06-22,2025-07-05,TECH9103,3,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,17476.68,False
WO-FCDD221B,6bc4d82a-2ef6-47a9-9120-7d871d746873,replacement,P4,in_progress,2024-05-24,,TECH3762,2,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,"Conductor — ACSR Lark 150mm², 200m; 6 x strain insulators; compression fittings.",23507.09,True
WO-CEE3DA96,d991c177-e5a0-46cd-8486-2aa3c268faba,repair,P1,completed,2025-05-07,2025-05-07,TECH9561,4,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,Wildlife protection — silicon rubber insulating covers (24 off); P-clips.,11439.25,True
WO-2B0FB6E5,b1a30c2e-bee4-445a-889e-3c2f9b0ccf7c,inspection,P4,completed,2025-01-24,2025-05-01,TECH1926,3,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,4120.22,False
WO-7A5D2601,004897a9-217a-49d6-bbd6-20b5fa23fff7,inspection,P4,in_progress,2022-03-12,,TECH2738,2,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,1453.2,False
WO-88DCEA5A,5ddd2022-661a-4a3d-8d55-b6596bc5d631,replacement,P3,completed,2025-04-14,2025-04-25,TECH3408,1,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,"Cable joint kit — heat-shrink straight joint, 11kV XLPE (2 off); joint compound.",24332.24,False
WO-1ECBAED9,d151e1e9-9d8f-4076-889d-5502a9f6beb7,inspection,P3,completed,2022-10-12,2022-10-25,TECH2884,1,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",No materials consumed — inspection and condition assessment only.,606.09,False
WO-DE0C7BB9,1bb8c8b2-6ce6-49ed-8c6b-f5156b6f1a24,emergency,P2,open,2022-04-14,,TECH8197,2,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,,Pole — Class 3 hardwood 12m (1 off); footings concrete 0.5 m3.,64983.49,False
WO-59701F40,6bc4d82a-2ef6-47a9-9120-7d871d746873,inspection,P4,completed,2025-09-06,2025-12-31,TECH8444,2,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,1106.12,True
WO-13F6A81B,37bb4228-0408-4cd3-b118-551d348061d0,inspection,P3,completed,2024-06-13,2024-08-05,TECH4014,4,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,3788.86,False
WO-39183949,1e421947-0c72-4999-8aa5-3b0200c355cb,replacement,P3,completed,2022-10-15,2022-10-26,TECH1012,4,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,83048.46,True
WO-1A859837,cfdca582-b46b-40a2-92c0-bb7410cb5607,emergency,P2,completed,2024-09-30,2024-10-01,TECH2487,4,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,Protection relay — Schneider MiCOM P14D; CT secondary test plugs.,43786.81,True
WO-05A2E1EC,c61d2a12-85aa-45a2-826e-322429e3e292,emergency,P2,completed,2024-08-21,2024-08-25,TECH9444,2,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,Wildlife protection — silicon rubber insulating covers (24 off); P-clips.,52542.06,False
WO-356FC6A4,169bacc6-7b1f-424a-a795-89fe59cdbc22,inspection,P4,completed,2023-09-23,2023-12-11,TECH6143,3,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,No materials consumed — inspection and condition assessment only.,1800.43,False
WO-B9477495,236bdf7c-34f6-48c9-8b48-80030ac24dc6,inspection,P4,completed,2022-07-26,2022-12-20,TECH5647,2,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,No materials consumed — inspection and condition assessment only.,2477.39,True
WO-90787CD4,e2dad83b-82d7-46a0-a013-7fbcfe350e74,emergency,P2,completed,2025-11-03,2025-11-04,TECH4687,3,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",82398.43,False
WO-C469EEDF,f0c53ec6-7c4d-4501-850d-4a8a0dff7168,inspection,P4,completed,2025-03-03,2025-05-14,TECH4092,6,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,4347.91,False
WO-1EDB2615,5260b79c-7391-4d27-99f5-d7151801fa94,inspection,P3,cancelled,2024-01-21,,TECH5630,2,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",,No materials consumed — inspection and condition assessment only.,2937.46,False
WO-82EA4B75,b1248417-afd1-407f-b237-af7da5299163,inspection,P3,completed,2023-06-13,2023-07-27,TECH3741,3,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,No materials consumed — inspection and condition assessment only.,1120.96,True
WO-C6120569,c8639116-f1d1-4a49-a2ae-e299a70212b5,inspection,P2,completed,2024-07-27,2024-08-03,TECH8856,4,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,No materials consumed — inspection and condition assessment only.,6917.59,False
WO-5E550616,989609ef-d111-49ec-a1ef-91a3b2d3e571,inspection,P2,completed,2022-06-03,2022-06-07,TECH3345,4,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,6775.62,False
WO-663299D0,c544af99-25c6-414d-a08c-819ef512531e,inspection,P3,completed,2024-10-24,2024-11-07,TECH9522,2,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,No materials consumed — inspection and condition assessment only.,1369.06,False
WO-6D949267,99318528-defa-4898-9c6f-1f44902bb832,replacement,P4,completed,2025-01-12,2025-07-08,TECH1915,3,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,SF6 gas — grade 2.8 industrial (5 kg); refill adapter; leak detector.,77041.41,True
WO-B17513E9,ec390fcf-2ecc-4478-bb53-59d0b5a4cb81,emergency,P2,completed,2023-09-12,2023-09-22,TECH8384,4,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,SF6 gas — grade 2.8 industrial (5 kg); refill adapter; leak detector.,121427.33,True
