report_id,report_type,reporting_period,region,jurisdiction,submission_date,submitted_by,status,report_content,compliance_status
RPT-F5F52C59,AER_performance,FY2526,NSW,NSW,2025-12-08,J.Thornton@network.com.au,accepted,"AER Annual Performance Report — FY2526. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $379.1M (approved allowance: $436.0M). Operating expenditure: $133.0M (approved allowance: $148.1M). Network reliability: SAIDI 95.54 min (target 118.0 min), SAIFI 1.2402 (target 1.5683). Customer complaints: 410 (prior year: 397). Demand-side participation programme enrolled 4,561 customers, reducing peak demand by 75.2 MW. Pricing methodology compliant with approved tariff structure statement.",pending_review
RPT-89108895,AEMO_market,Q2-2023,VIC,AEMO,2025-11-28,F.Nakamura@corp.com.au,accepted,"AEMO Market Operations Report — Q2-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 2709.1 GWh. Demand response activations: 9 events, total volume 17.8 MWh. Frequency performance: 99.5% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 9. Causer pays liability for period: $164,552. Market systems availability: 99.74%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-1E7851A4,ESC_compliance,Q2-2024,VIC,VIC,2024-09-04,S.Mehta@regulation.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q2-2024. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 2837. Complaints resolved within 10 business days: 96%. Unplanned interruptions — guaranteed service levels met: 99%. GSL payments made: 27 totalling $18,746. Wrongful disconnection events: 1. Hardship programme enrolments: 3,004. Planned interruption notice compliance: 90% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-B5FD1FDF,AER_performance,FY2223,SA,SA,2022-08-03,R.Krishnamurthy@network.com.au,accepted,"AER Annual Performance Report — FY2223. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $244.9M (approved allowance: $266.5M). Operating expenditure: $106.0M (approved allowance: $95.6M). Network reliability: SAIDI 63.18 min (target 132.6 min), SAIFI 0.5709 (target 1.5393). Customer complaints: 1445 (prior year: 1029). Demand-side participation programme enrolled 3,323 customers, reducing peak demand by 19.3 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-609B951E,ESC_compliance,Q4-2022,VIC,VIC,2023-03-03,C.Williamson@regulation.com.au,submitted,"Energy and Water Ombudsman / ESC Compliance Report — Q4-2022. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 2501. Complaints resolved within 10 business days: 90%. Unplanned interruptions — guaranteed service levels met: 99%. GSL payments made: 171 totalling $20,274. Wrongful disconnection events: 6. Hardship programme enrolments: 3,563. Planned interruption notice compliance: 94% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-69ADAB46,SAIDI_monthly,2024-08,NSW,NSW,2025-06-11,J.Thornton@network.com.au,accepted,"Monthly SAIDI Performance Report — 2024-08. Total System Average Interruption Duration Index for the reporting period: 97.01 minutes. Target threshold per Distribution Licence Condition 7.3: 108.6 minutes. Performance is within target. Major contributing event categories: equipment failure (44%), weather-related (31%), vegetation (25%). Three significant outage events contributed 60% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-NSW and F83-NSW. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-002AFC1D,ESC_compliance,Q2-2022,VIC,VIC,2026-01-16,A.Vasquez@network.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q2-2022. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 1756. Complaints resolved within 10 business days: 92%. Unplanned interruptions — guaranteed service levels met: 99%. GSL payments made: 17 totalling $22,062. Wrongful disconnection events: 9. Hardship programme enrolments: 1,687. Planned interruption notice compliance: 90% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-3F7E9EB6,AER_performance,FY2425,WA,WA,2024-11-06,F.Nakamura@corp.com.au,accepted,"AER Annual Performance Report — FY2425. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $367.7M (approved allowance: $353.0M). Operating expenditure: $133.2M (approved allowance: $132.7M). Network reliability: SAIDI 54.42 min (target 91.0 min), SAIFI 1.1158 (target 1.2107). Customer complaints: 333 (prior year: 1523). Demand-side participation programme enrolled 2,980 customers, reducing peak demand by 62.7 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-4EEC506F,SAIDI_monthly,2023-08,WA,WA,2025-01-29,C.Williamson@regulation.com.au,accepted,"Monthly SAIDI Performance Report — 2023-08. Total System Average Interruption Duration Index for the reporting period: 48.77 minutes. Target threshold per Distribution Licence Condition 7.3: 134.9 minutes. Performance is within target. Major contributing event categories: equipment failure (30%), weather-related (26%), vegetation (44%). Three significant outage events contributed 54% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-WA and F83-WA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-BD6216A4,AER_performance,FY2223,QLD,QLD,2023-10-18,P.Kavanagh@network.com.au,accepted,"AER Annual Performance Report — FY2223. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $327.1M (approved allowance: $294.7M). Operating expenditure: $138.8M (approved allowance: $154.6M). Network reliability: SAIDI 108.77 min (target 109.8 min), SAIFI 1.1812 (target 1.8698). Customer complaints: 728 (prior year: 2791). Demand-side participation programme enrolled 4,204 customers, reducing peak demand by 41.9 MW. Pricing methodology compliant with approved tariff structure statement.",non_compliant
RPT-94186B44,SAIDI_monthly,2022-12,VIC,VIC,2023-11-07,R.Krishnamurthy@network.com.au,accepted,"Monthly SAIDI Performance Report — 2022-12. Total System Average Interruption Duration Index for the reporting period: 72.01 minutes. Target threshold per Distribution Licence Condition 7.3: 100.2 minutes. Performance is within target. Major contributing event categories: equipment failure (44%), weather-related (26%), vegetation (30%). Three significant outage events contributed 53% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-VIC and F83-VIC. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",pending_review
RPT-3F6D3C48,SAIDI_monthly,2024-12,WA,WA,2025-11-25,L.Anderson@corp.com.au,accepted,"Monthly SAIDI Performance Report — 2024-12. Total System Average Interruption Duration Index for the reporting period: 86.01 minutes. Target threshold per Distribution Licence Condition 7.3: 102.6 minutes. Performance is within target. Major contributing event categories: equipment failure (36%), weather-related (29%), vegetation (35%). Three significant outage events contributed 43% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-WA and F83-WA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-C15D7E2F,AER_performance,FY2324,NSW,NSW,2024-07-27,A.Vasquez@network.com.au,accepted,"AER Annual Performance Report — FY2324. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $147.1M (approved allowance: $136.8M). Operating expenditure: $131.9M (approved allowance: $137.7M). Network reliability: SAIDI 79.38 min (target 103.1 min), SAIFI 0.6232 (target 1.9829). Customer complaints: 2813 (prior year: 272). Demand-side participation programme enrolled 4,247 customers, reducing peak demand by 38.0 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-046CF36F,SAIFI_annual,FY2425,WA,WA,2025-10-21,C.Williamson@regulation.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 1.1376 interruptions per customer. Regulatory target: 129.6000 interruptions per customer. Status: within. Total customer-interruptions recorded: 111,375. Frequency performance improvement of -3.9% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-1E467575,AER_performance,FY2425,NSW,NSW,2025-04-20,C.Williamson@regulation.com.au,accepted,"AER Annual Performance Report — FY2425. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $188.9M (approved allowance: $216.6M). Operating expenditure: $146.0M (approved allowance: $162.9M). Network reliability: SAIDI 31.61 min (target 119.0 min), SAIFI 1.4335 (target 1.3874). Customer complaints: 597 (prior year: 298). Demand-side participation programme enrolled 4,587 customers, reducing peak demand by 41.5 MW. Pricing methodology compliant with approved tariff structure statement.",pending_review
RPT-0BFA6FC5,AEMO_market,Q1-2023,NSW,AEMO,2024-01-29,C.Williamson@regulation.com.au,accepted,"AEMO Market Operations Report — Q1-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 1165.6 GWh. Demand response activations: 12 events, total volume 311.6 MWh. Frequency performance: 98.7% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 8. Causer pays liability for period: $1,619. Market systems availability: 99.32%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",pending_review
RPT-76976C30,SAIFI_annual,FY2425,SA,SA,2025-10-09,D.O'Brien@regulation.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 1.5299 interruptions per customer. Regulatory target: 128.6000 interruptions per customer. Status: within. Total customer-interruptions recorded: 25,657. Frequency performance improvement of 11.3% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",non_compliant
RPT-B1EF2808,AER_performance,FY2223,QLD,QLD,2023-06-03,P.Kavanagh@network.com.au,accepted,"AER Annual Performance Report — FY2223. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $266.2M (approved allowance: $287.5M). Operating expenditure: $156.8M (approved allowance: $151.9M). Network reliability: SAIDI 49.28 min (target 115.0 min), SAIFI 1.1572 (target 1.6329). Customer complaints: 195 (prior year: 827). Demand-side participation programme enrolled 3,470 customers, reducing peak demand by 15.0 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-BF9435E2,SAIFI_annual,FY2223,WA,WA,2022-08-14,A.Vasquez@network.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2223. System Average Interruption Frequency Index: 0.5831 interruptions per customer. Regulatory target: 91.5000 interruptions per customer. Status: exceeding. Total customer-interruptions recorded: 27,179. Frequency performance improvement of 8.0% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-8D559D36,SAIFI_annual,FY2425,VIC,VIC,2024-09-12,S.Mehta@regulation.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 1.3623 interruptions per customer. Regulatory target: 112.9000 interruptions per customer. Status: within. Total customer-interruptions recorded: 180,570. Frequency performance improvement of 0.2% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",non_compliant
RPT-10E8DB72,AEMO_market,Q1-2025,WA,AEMO,2025-11-02,D.O'Brien@regulation.com.au,accepted,"AEMO Market Operations Report — Q1-2025. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 1940.9 GWh. Demand response activations: 9 events, total volume 371.1 MWh. Frequency performance: 98.2% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 2. Causer pays liability for period: $185,613. Market systems availability: 99.27%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-4F564CEA,SAIFI_annual,FY2425,QLD,QLD,2024-12-25,F.Nakamura@corp.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 1.1253 interruptions per customer. Regulatory target: 110.6000 interruptions per customer. Status: within. Total customer-interruptions recorded: 187,191. Frequency performance improvement of 13.6% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-E4BFE91E,AEMO_market,Q2-2025,NSW,AEMO,2025-12-15,L.Anderson@corp.com.au,accepted,"AEMO Market Operations Report — Q2-2025. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 4275.9 GWh. Demand response activations: 4 events, total volume 331.0 MWh. Frequency performance: 98.1% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 6. Causer pays liability for period: $33,455. Market systems availability: 99.92%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-24E93E85,SAIDI_monthly,2022-04,WA,WA,2024-03-18,R.Krishnamurthy@network.com.au,accepted,"Monthly SAIDI Performance Report — 2022-04. Total System Average Interruption Duration Index for the reporting period: 104.70 minutes. Target threshold per Distribution Licence Condition 7.3: 126.1 minutes. Performance is within target. Major contributing event categories: equipment failure (37%), weather-related (29%), vegetation (34%). Three significant outage events contributed 59% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-WA and F83-WA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-3AE30792,SAIFI_annual,FY2223,VIC,VIC,2023-03-02,S.Mehta@regulation.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2223. System Average Interruption Frequency Index: 1.1917 interruptions per customer. Regulatory target: 126.7000 interruptions per customer. Status: within. Total customer-interruptions recorded: 149,093. Frequency performance improvement of -2.2% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-6F05778F,AER_performance,FY2425,WA,WA,2024-11-17,C.Williamson@regulation.com.au,submitted,"AER Annual Performance Report — FY2425. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $195.8M (approved allowance: $232.7M). Operating expenditure: $150.6M (approved allowance: $156.6M). Network reliability: SAIDI 51.06 min (target 111.3 min), SAIFI 1.6081 (target 1.8463). Customer complaints: 1869 (prior year: 436). Demand-side participation programme enrolled 6,007 customers, reducing peak demand by 61.3 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-F7408406,AEMO_market,Q1-2023,SA,AEMO,2023-12-28,P.Kavanagh@network.com.au,accepted,"AEMO Market Operations Report — Q1-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 2103.5 GWh. Demand response activations: 3 events, total volume 497.3 MWh. Frequency performance: 98.7% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 9. Causer pays liability for period: $30,881. Market systems availability: 99.27%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",pending_review
RPT-76176F21,AER_performance,FY2425,SA,SA,2024-08-10,L.Anderson@corp.com.au,accepted,"AER Annual Performance Report — FY2425. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $115.3M (approved allowance: $113.4M). Operating expenditure: $194.9M (approved allowance: $188.9M). Network reliability: SAIDI 63.02 min (target 139.4 min), SAIFI 1.0831 (target 1.4835). Customer complaints: 949 (prior year: 2135). Demand-side participation programme enrolled 6,802 customers, reducing peak demand by 23.4 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-F940F981,AEMO_market,Q2-2023,VIC,AEMO,2024-12-13,A.Vasquez@network.com.au,accepted,"AEMO Market Operations Report — Q2-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 3485.9 GWh. Demand response activations: 20 events, total volume 468.5 MWh. Frequency performance: 96.7% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 0. Causer pays liability for period: $54,066. Market systems availability: 99.40%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-4A6FDE97,SAIDI_monthly,2024-03,WA,WA,2024-05-29,S.Mehta@regulation.com.au,draft,"Monthly SAIDI Performance Report — 2024-03. Total System Average Interruption Duration Index for the reporting period: 63.95 minutes. Target threshold per Distribution Licence Condition 7.3: 90.5 minutes. Performance is within target. Major contributing event categories: equipment failure (44%), weather-related (25%), vegetation (31%). Three significant outage events contributed 58% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-WA and F83-WA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-849B10EE,AEMO_market,Q3-2024,VIC,AEMO,2025-09-05,S.Mehta@regulation.com.au,accepted,"AEMO Market Operations Report — Q3-2024. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 749.2 GWh. Demand response activations: 20 events, total volume 15.8 MWh. Frequency performance: 96.4% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 5. Causer pays liability for period: $218,186. Market systems availability: 99.80%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-701B9DEB,AEMO_market,Q4-2024,SA,AEMO,2025-07-17,J.Thornton@network.com.au,submitted,"AEMO Market Operations Report — Q4-2024. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 4859.8 GWh. Demand response activations: 18 events, total volume 222.4 MWh. Frequency performance: 98.6% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 8. Causer pays liability for period: $62,164. Market systems availability: 99.37%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-C6837821,AER_performance,FY2526,WA,WA,2025-12-12,D.O'Brien@regulation.com.au,accepted,"AER Annual Performance Report — FY2526. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $373.8M (approved allowance: $434.1M). Operating expenditure: $83.8M (approved allowance: $87.7M). Network reliability: SAIDI 104.42 min (target 94.7 min), SAIFI 1.4623 (target 1.3036). Customer complaints: 2356 (prior year: 2174). Demand-side participation programme enrolled 2,906 customers, reducing peak demand by 5.5 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-11B20523,SAIFI_annual,FY2223,WA,WA,2024-09-09,J.Thornton@network.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2223. System Average Interruption Frequency Index: 1.7619 interruptions per customer. Regulatory target: 134.4000 interruptions per customer. Status: within. Total customer-interruptions recorded: 44,228. Frequency performance improvement of 7.1% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-8296F9C6,AEMO_market,Q2-2025,WA,AEMO,2026-01-01,C.Williamson@regulation.com.au,accepted,"AEMO Market Operations Report — Q2-2025. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 743.2 GWh. Demand response activations: 0 events, total volume 334.4 MWh. Frequency performance: 95.4% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 9. Causer pays liability for period: $121,368. Market systems availability: 99.07%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",non_compliant
RPT-CF04BCE5,AER_performance,FY2324,WA,WA,2023-10-30,P.Kavanagh@network.com.au,accepted,"AER Annual Performance Report — FY2324. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $203.4M (approved allowance: $205.9M). Operating expenditure: $130.9M (approved allowance: $123.8M). Network reliability: SAIDI 92.52 min (target 122.8 min), SAIFI 0.7439 (target 1.6087). Customer complaints: 2151 (prior year: 1658). Demand-side participation programme enrolled 2,717 customers, reducing peak demand by 79.2 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-5C8BEFDC,AEMO_market,Q4-2022,NSW,AEMO,2025-06-05,D.O'Brien@regulation.com.au,accepted,"AEMO Market Operations Report — Q4-2022. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 2469.9 GWh. Demand response activations: 0 events, total volume 7.7 MWh. Frequency performance: 97.9% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 1. Causer pays liability for period: $203,863. Market systems availability: 99.24%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",non_compliant
RPT-9FC249B4,ESC_compliance,Q3-2025,VIC,VIC,2026-01-28,R.Krishnamurthy@network.com.au,draft,"Energy and Water Ombudsman / ESC Compliance Report — Q3-2025. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 2152. Complaints resolved within 10 business days: 89%. Unplanned interruptions — guaranteed service levels met: 97%. GSL payments made: 21 totalling $15,164. Wrongful disconnection events: 10. Hardship programme enrolments: 1,218. Planned interruption notice compliance: 96% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-4A85BFE8,AER_performance,FY2223,QLD,QLD,2023-10-30,S.Mehta@regulation.com.au,draft,"AER Annual Performance Report — FY2223. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $241.7M (approved allowance: $253.4M). Operating expenditure: $150.6M (approved allowance: $144.4M). Network reliability: SAIDI 92.67 min (target 94.7 min), SAIFI 1.6899 (target 1.8308). Customer complaints: 1432 (prior year: 461). Demand-side participation programme enrolled 4,967 customers, reducing peak demand by 25.9 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-6F9035B7,AER_performance,FY2324,VIC,VIC,2024-01-01,F.Nakamura@corp.com.au,accepted,"AER Annual Performance Report — FY2324. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $227.6M (approved allowance: $243.0M). Operating expenditure: $193.6M (approved allowance: $206.7M). Network reliability: SAIDI 93.20 min (target 96.9 min), SAIFI 0.5610 (target 1.6303). Customer complaints: 1371 (prior year: 1997). Demand-side participation programme enrolled 4,238 customers, reducing peak demand by 43.2 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-C29C0E4A,AER_performance,FY2425,NSW,NSW,2024-04-12,L.Anderson@corp.com.au,draft,"AER Annual Performance Report — FY2425. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $191.1M (approved allowance: $204.9M). Operating expenditure: $136.0M (approved allowance: $123.7M). Network reliability: SAIDI 25.66 min (target 132.3 min), SAIFI 0.6164 (target 1.9911). Customer complaints: 1039 (prior year: 510). Demand-side participation programme enrolled 1,109 customers, reducing peak demand by 14.0 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-37DFABEC,AER_performance,FY2324,VIC,VIC,2025-04-13,R.Krishnamurthy@network.com.au,accepted,"AER Annual Performance Report — FY2324. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $323.4M (approved allowance: $374.8M). Operating expenditure: $154.8M (approved allowance: $157.8M). Network reliability: SAIDI 62.20 min (target 95.9 min), SAIFI 1.5490 (target 1.6896). Customer complaints: 2697 (prior year: 52). Demand-side participation programme enrolled 2,746 customers, reducing peak demand by 37.5 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-75FBA2BB,SAIDI_monthly,2025-01,NSW,NSW,2025-04-19,L.Anderson@corp.com.au,accepted,"Monthly SAIDI Performance Report — 2025-01. Total System Average Interruption Duration Index for the reporting period: 34.19 minutes. Target threshold per Distribution Licence Condition 7.3: 118.4 minutes. Performance is within target. Major contributing event categories: equipment failure (34%), weather-related (31%), vegetation (35%). Three significant outage events contributed 49% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-NSW and F83-NSW. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-791BA980,SAIFI_annual,FY2526,SA,SA,2026-01-25,D.O'Brien@regulation.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2526. System Average Interruption Frequency Index: 0.5005 interruptions per customer. Regulatory target: 135.6000 interruptions per customer. Status: within. Total customer-interruptions recorded: 78,574. Frequency performance improvement of 7.9% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-BB10D62B,AER_performance,FY2526,SA,SA,2025-06-06,J.Thornton@network.com.au,draft,"AER Annual Performance Report — FY2526. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $320.4M (approved allowance: $361.3M). Operating expenditure: $91.8M (approved allowance: $102.1M). Network reliability: SAIDI 29.71 min (target 115.1 min), SAIFI 0.9287 (target 1.4196). Customer complaints: 1503 (prior year: 1610). Demand-side participation programme enrolled 5,243 customers, reducing peak demand by 75.4 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-08E9870D,ESC_compliance,Q1-2024,VIC,VIC,2024-09-16,P.Kavanagh@network.com.au,submitted,"Energy and Water Ombudsman / ESC Compliance Report — Q1-2024. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 952. Complaints resolved within 10 business days: 95%. Unplanned interruptions — guaranteed service levels met: 93%. GSL payments made: 53 totalling $25,524. Wrongful disconnection events: 8. Hardship programme enrolments: 978. Planned interruption notice compliance: 98% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-33E1CCF5,SAIDI_monthly,2022-01,WA,WA,2025-06-23,R.Krishnamurthy@network.com.au,submitted,"Monthly SAIDI Performance Report — 2022-01. Total System Average Interruption Duration Index for the reporting period: 117.23 minutes. Target threshold per Distribution Licence Condition 7.3: 97.4 minutes. Performance is exceeding target. Major contributing event categories: equipment failure (34%), weather-related (29%), vegetation (37%). Three significant outage events contributed 50% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-WA and F83-WA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",pending_review
RPT-27429943,AEMO_market,Q2-2022,SA,AEMO,2022-09-17,P.Kavanagh@network.com.au,submitted,"AEMO Market Operations Report — Q2-2022. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 4403.1 GWh. Demand response activations: 2 events, total volume 439.9 MWh. Frequency performance: 99.6% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 8. Causer pays liability for period: $97,581. Market systems availability: 99.86%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
